steps,trial_0
0.0,100.81714630126953
10526315.789473685,101.64270755355543
21052631.57894737,116.00394534045144
31578947.368421055,137.16827634802488
42105263.15789474,237.97526500892113
52631578.94736842,302.04270702773846
63157894.73684211,272.3324376656738
73684210.5263158,254.47164945114517
84210526.31578948,254.25966130696506
94736842.10526316,281.49455099166926
105263157.89473684,295.7811719862708
115789473.68421052,275.82705681756596
126315789.47368422,254.14286894134534
136842105.2631579,262.53165756471435
147368421.0526316,300.57431874281815
157894736.84210527,270.4845860416374
168421052.63157895,269.05488097304453
178947368.42105263,312.19577148399856
189473684.21052632,254.61550903320312
200000000.0,254.61550903320312
