steps,trial_0
0.0,808.9555053710938
10526315.789473685,817.0022666881949
21052631.57894737,951.889886280176
31578947.368421055,959.4837642455695
42105263.15789474,958.2055775782408
52631578.94736842,961.8834564987973
63157894.73684211,962.5833943867617
73684210.5263158,961.1429605594633
84210526.31578948,967.4339510133062
94736842.10526316,966.9023334448358
105263157.89473684,967.6487292622595
115789473.68421052,968.9267795158555
126315789.47368422,970.0086334960282
136842105.2631579,971.6857944992771
147368421.0526316,974.5412294844841
157894736.84210527,975.0247268615667
168421052.63157895,972.3180686443466
178947368.42105263,975.2716910593067
189473684.21052632,972.3460929113081
200000000.0,973.4590879929693
