steps,trial_0
0.0,21.043689727783203
63.1578947368421,21.043689727783203
126.3157894736842,21.043689727783203
189.4736842105263,21.043689727783203
252.6315789473684,21.043689727783203
315.7894736842105,21.043689727783203
378.9473684210526,55.09552005324608
442.10526315789474,424.35771352224555
505.2631578947368,867.9513240762374
568.421052631579,869.6858158377031
631.578947368421,943.2713359392548
694.7368421052631,950.9561889496223
757.8947368421052,941.7524754956999
821.0526315789473,930.6087957817907
884.2105263157895,926.0406769479696
947.3684210526316,931.813669541075
1010.5263157894736,938.1752716180263
1073.6842105263158,934.8137109120136
1136.842105263158,934.4732264914863
1200.0,937.2501942919006
