steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11
0.0,972.0,952.0,965.0,962.0,971.0,971.0,669.0,879.0,964.0,0.0,967.0,973.0
63.1578947368421,972.9304437785866,959.7252253077927,967.8853918657181,964.5128787072301,971.9153094655469,972.2291095723925,760.4968727250133,879.0,964.0,299.1194340866651,969.5491009803927,973.3140116400913
126.3157894736842,972.9846169489722,973.5390660039906,974.0,969.6162962920463,964.8787218025442,962.1844620599347,971.3538246799337,879.0,964.0,972.9697356062984,972.5707150439295,974.3063504853917
189.4736842105263,972.9649176447296,975.0,710.2991696110125,975.0,974.9550480226466,974.0,971.8167651344266,975.0,975.0,970.1871808776077,974.8656012395605,975.0
252.6315789473684,975.0,975.0,975.2129818601661,965.0316474056827,975.0,973.2151466767564,972.2477378492074,971.0353422704835,974.6420558744774,973.7941028829355,975.0,974.5549483212021
315.7894736842105,974.7716755428502,975.0,974.0,974.1286886298033,975.0,975.0,975.0,974.0,975.0,941.2328845221842,975.8106323915138,930.144904701649
378.9473684210526,975.0,975.0,974.0,974.2096844998957,975.0,975.0,974.1503300248205,975.0,975.0,0.0,975.1815703080099,974.1956957462623
442.10526315789474,974.4939988648937,973.0943892832225,491.1821436974732,974.5928701735972,975.0,975.0,975.0,279.2401946723237,974.6734695313137,0.0,974.9151667636169,973.5611130784789
505.2631578947368,973.2512794090861,975.0,975.6253027886465,975.9529912111147,974.1016505902245,975.0,975.0,968.5177920537275,973.4448852909424,0.0,976.0,974.0
568.421052631579,974.0,975.0,974.0,976.0,975.0,974.0,975.0,970.6120089413442,975.0,0.0,975.0,975.0
631.578947368421,974.0,975.0,974.0,976.0,975.0,974.0,975.0,975.0,974.9860054575049,0.0,975.0,975.0
694.7368421052631,974.0,975.0,974.0,976.0,975.0,974.0,975.0,974.0,975.0,0.0,975.0,975.0
757.8947368421052,974.0,975.0,974.0,976.0,975.0,974.0,975.0,974.0,975.0,0.0,975.0,975.0
821.0526315789473,974.0,975.0,974.0,976.0,975.0,974.0,975.0,974.0,975.0,0.0,975.0,975.0
884.2105263157895,974.0,975.0,974.0,976.0,975.0,974.0,975.0,974.0,975.0,0.0,975.0,975.0
947.3684210526316,974.0,975.0,974.0,976.0,975.0,974.0,975.0,974.0,975.0,0.0,975.0,975.0
1010.5263157894736,974.0,975.0,974.0,976.0,975.0,974.0,975.0,974.0,975.0,0.0,975.0,975.0
1073.6842105263158,974.0,975.0,974.0,976.0,975.0,974.0,975.0,974.0,975.0,0.0,975.0,975.0
1136.842105263158,974.0,975.0,974.0,976.0,975.0,974.0,975.0,974.0,975.0,0.0,975.0,975.0
1200.0,974.0,975.0,974.0,976.0,975.0,974.0,975.0,974.0,975.0,0.0,975.0,975.0
