steps,trial_0
0.0,925.1884765625
63.1578947368421,925.1884765625
126.3157894736842,946.9692739764007
189.4736842105263,952.85268835149
252.6315789473684,976.3149437395119
315.7894736842105,971.0440811908765
378.9473684210526,967.4134925236264
442.10526315789474,980.802734375
505.2631578947368,980.802734375
568.421052631579,980.802734375
631.578947368421,980.802734375
694.7368421052631,980.802734375
757.8947368421052,980.802734375
821.0526315789473,980.802734375
884.2105263157895,980.802734375
947.3684210526316,980.802734375
1010.5263157894736,980.802734375
1073.6842105263158,980.802734375
1136.842105263158,980.802734375
1200.0,980.802734375
