steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81640625,0.0,0.0,0.0,0.0751953125,0.0,0.0,0.0,0.0,0.0,0.0,7.4443359375
63.1578947368421,39.64450793800517,79.89968125797698,82.37800981457102,228.55144479590675,44.28645341639669,0.0,0.0,719.3653287193483,16.66666679035339,0.0,42.39178793037348,570.9902825434359,11.080574455133878,29.175584751661532,0.49711380645266046,26.05507371902902,0.0,8.928058476323612,354.70739122076316
126.3157894736842,753.1257399885274,802.2741574123007,324.47204528042346,848.0060761596521,843.2284718965637,23.897047273082293,175.63362794903514,770.2493743782387,387.76200696095606,847.905526483727,607.0423297369966,654.1661101353465,792.3970999444599,642.4995537048451,676.8632903476569,787.8376458012646,242.115434761843,788.1264718413994,810.3812675418887
189.4736842105263,750.9047330460285,805.8921013567006,635.5727016895767,849.9260144221056,848.306944888616,403.5059032976697,811.4807331219736,850.0303375860876,758.1217201703244,11.279545211127584,773.9116810289628,187.50423871238033,836.6770654586178,770.991287720196,6.470977895819673,337.44974395915494,512.8122646430279,847.6146968330509,818.7860910936265
252.6315789473684,759.1218044819041,813.9113100206049,788.3692312042185,848.288398626084,836.6907397888306,660.2516445958131,817.6480206261978,122.05225355232932,760.9474140369656,720.3342260238655,663.177859807975,1.3139681908183145,515.9703573545662,770.3012421383496,0.0,812.4702287453601,819.2974351159266,343.69441693938484,819.5612855031447
315.7894736842105,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,29.22920926370076,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,420.1410041594015,0.0,0.0
378.9473684210526,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
442.10526315789474,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
505.2631578947368,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
568.421052631579,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
631.578947368421,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
694.7368421052631,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
757.8947368421052,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
821.0526315789473,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
884.2105263157895,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
947.3684210526316,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
1010.5263157894736,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
1073.6842105263158,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
1136.842105263158,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
1200.0,468.35546875,819.5703125,0.0,848.3544921875,850.0751953125,72.5927734375,819.1728515625,793.7744140625,760.791015625,818.53125,766.302734375,796.8955078125,36.5537109375,736.591796875,0.0517578125,14.7958984375,0.0576171875,0.0,0.0
