steps,trial_0
0.0,808.9555053710938
63.1578947368421,808.9555053710938
126.3157894736842,808.9555053710938
189.4736842105263,813.382597596189
252.6315789473684,957.3085352579648
315.7894736842105,958.7343780758652
378.9473684210526,964.5133643949058
442.10526315789474,964.3570770326747
505.2631578947368,967.1165580021029
568.421052631579,969.3852402615867
631.578947368421,970.291576460517
694.7368421052631,973.6125458176134
757.8947368421052,974.456507297725
821.0526315789473,974.9464520973718
884.2105263157895,972.9006559182709
947.3684210526316,974.4649658203125
1010.5263157894736,974.4649658203125
1073.6842105263158,974.4649658203125
1136.842105263158,974.4649658203125
1200.0,974.4649658203125
