steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10
0.0,955.0150146484375,786.239501953125,947.8294677734375,956.1591796875,765.392822265625,956.135498046875,958.5618286132812,906.1217041015625,931.7515869140625,931.9822998046875,940.9033813476562
63.1578947368421,955.0150146484375,786.239501953125,947.8294677734375,956.1591796875,765.392822265625,956.135498046875,958.5618286132812,906.1217041015625,931.7515869140625,931.9822998046875,940.9033813476562
126.3157894736842,959.7761716401471,949.4665527404277,947.8294677734375,965.2736405929792,967.2072244886557,956.135498046875,967.6111514291232,966.188059327777,954.5447207254081,933.4295098046147,956.4239562756003
189.4736842105263,968.2595326806908,962.5248406727577,947.9198655111345,968.893749370711,973.8687149453494,956.6753974252332,963.4936946024637,967.4755376603547,959.5330093124995,962.4552522464844,961.5215017016168
252.6315789473684,970.4382666958883,968.0967394459583,964.3437060014653,971.7548900138473,971.6150801502049,968.2984907827869,970.1673752200606,972.6339622840134,968.0048641311997,965.8918678323308,969.8932331927052
315.7894736842105,974.4283386757927,967.1949773678797,971.8348129504387,973.8003229038293,973.4121362554774,915.3328789245763,971.6129277689548,973.6507937348994,970.7061489428437,970.4137355452401,972.850256308471
378.9473684210526,974.7140786608963,972.653434364454,969.4613585046379,966.7685930417293,976.5488269893646,974.3612073490763,973.5973306501612,942.6159744566529,971.4650064028303,972.4275750984775,973.6616112038711
442.10526315789474,975.892900457721,972.1046959018928,973.5870530524612,972.9958037252787,967.1682959420428,974.7128561761929,976.0428501632031,975.5132208015824,972.0164424747663,974.5661078582061,972.6577586832393
505.2631578947368,976.7769693001818,974.3497060134988,973.8328889017841,975.199023639945,975.903254283248,976.7508988487334,975.7632024472347,974.805988727175,972.619867042038,975.7550696262426,974.7957670135617
568.421052631579,976.5387952919345,972.3118077993042,977.0398935404149,975.6077399271428,975.2092588437878,977.2329691879529,977.6163560785347,976.6221952848709,972.7265000932638,972.8467760397937,976.7869473908537
631.578947368421,978.498682465568,974.9967814880016,976.8944899483064,976.2976079494605,976.5362434477277,976.9604631857189,976.800961213785,976.6508863345422,973.9918137091246,975.3694875469754,977.2689170319569
694.7368421052631,977.1921068288196,974.1735061967435,977.9588162558322,976.7878751690112,978.7968929918195,978.6669036440488,977.3844607147621,976.343393327347,975.3037806093635,975.3428925919962,977.5248053578703
757.8947368421052,977.9552377727479,973.3924477285658,978.8223051197427,978.1703240213536,961.7196537125993,978.8531719281577,978.9187418465882,978.1390935491766,973.9292670530724,974.2219172564353,978.9956722376378
821.0526315789473,978.0458984375,970.8316650390625,980.1598229194171,976.9241943359375,978.9171752929688,979.6032988528702,977.08056640625,978.5146484375,975.9595947265625,978.498779296875,977.425537109375
884.2105263157895,978.0458984375,970.8316650390625,980.2167496296605,976.9241943359375,978.9171752929688,979.1229858398438,977.08056640625,978.5146484375,975.9595947265625,978.498779296875,977.425537109375
947.3684210526316,978.0458984375,970.8316650390625,976.8067626953125,976.9241943359375,978.9171752929688,979.1229858398438,977.08056640625,978.5146484375,975.9595947265625,978.498779296875,977.425537109375
1010.5263157894736,978.0458984375,970.8316650390625,976.8067626953125,976.9241943359375,978.9171752929688,979.1229858398438,977.08056640625,978.5146484375,975.9595947265625,978.498779296875,977.425537109375
1073.6842105263158,978.0458984375,970.8316650390625,976.8067626953125,976.9241943359375,978.9171752929688,979.1229858398438,977.08056640625,978.5146484375,975.9595947265625,978.498779296875,977.425537109375
1136.842105263158,978.0458984375,970.8316650390625,976.8067626953125,976.9241943359375,978.9171752929688,979.1229858398438,977.08056640625,978.5146484375,975.9595947265625,978.498779296875,977.425537109375
1200.0,978.0458984375,970.8316650390625,976.8067626953125,976.9241943359375,978.9171752929688,979.1229858398438,977.08056640625,978.5146484375,975.9595947265625,978.498779296875,977.425537109375
