steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12
0.0,0.7939453125,0.8173828125,0.951171875,0.5849609375,0.8955078125,0.7998046875,0.9228515625,0.935546875,0.9375,0.873046875,0.8466796875,0.9111328125,0.8037109375
63.1578947368421,0.7939453125,0.8173828125,0.951171875,0.5849609375,0.8955078125,0.7998046875,0.9228515625,0.935546875,0.9375,0.873046875,0.8466796875,0.9111328125,0.8037109375
126.3157894736842,0.7939453125,0.8173828125,0.951171875,0.5849609375,0.8955078125,0.7998046875,0.9228515625,0.935546875,0.9375,0.873046875,0.8466796875,0.9111328125,0.8037109375
189.4736842105263,0.7939453125,0.8173828125,0.951171875,0.5849609375,0.8955078125,0.7998046875,0.9228515625,0.935546875,0.9375,0.873046875,0.8466796875,0.9111328125,0.8037109375
252.6315789473684,0.7939453125,0.8173828125,0.951171875,0.5849609375,0.8955078125,0.7998046875,0.9228515625,0.935546875,0.9375,0.873046875,0.8466796875,0.9111328125,0.8037109375
315.7894736842105,0.7939453125,0.8173828125,0.951171875,0.5849609375,0.8955078125,0.7998046875,0.9228515625,0.935546875,0.9375,0.873046875,0.8466796875,0.9111328125,0.8037109375
378.9473684210526,0.7939453125,0.8173828125,0.951171875,0.5849609375,0.8955078125,0.7998046875,0.9228515625,0.935546875,0.9375,0.873046875,0.8466796875,0.9111328125,0.8037109375
442.10526315789474,0.8083638480812777,0.8259310202532698,0.9539742942186693,0.6160465504712028,0.9034973179564607,0.8143951927428608,0.9272091075215456,0.939666022519468,0.9401266717813171,0.876769757564513,0.8576188482323425,0.9162653208238184,0.8227635951945766
505.2631578947368,0.849096196732703,0.8603546975665584,0.9633614382406385,0.6981189518318658,0.9242638068695741,0.8533672390819489,0.9423265086226122,0.9518655004050594,0.9523020901193641,0.9010552894372837,0.8878476836163397,0.9335222866853474,0.8622622266340423
568.421052631579,0.8898285453841284,0.894778374879847,0.9727485822626075,0.7801913531925289,0.9450302957826875,0.892339285421037,0.9574439097236789,0.9640649782906506,0.9644775084574109,0.9253408213100546,0.9180765190003369,0.9507792525468765,0.9017608580735078
631.578947368421,0.9305608940355536,0.9292020521931356,0.9821357262845767,0.8622637545531917,0.9657967846958009,0.9313113317601251,0.9725613108247454,0.976264456176242,0.9766529267954578,0.9496263531828253,0.9483053543843342,0.9680362184084054,0.9412594895129733
694.7368421052631,0.9712932426869789,0.9636257295064241,0.9915228703065457,0.9443361559138548,0.9865632736089143,0.9702833780992132,0.987678711925812,0.9884639340618334,0.9888283451335046,0.9739118850555961,0.9785341897683314,0.9852931842699344,0.980758120952439
757.8947368421052,1.0,0.9980494068197127,0.9990234375,0.9999372951928415,1.0,0.9990234375,0.9999642868473703,0.9990489942403731,1.0,0.9981974169283668,0.9989615556142089,1.0,0.9988132571297618
821.0526315789473,1.0,0.9992066604735036,0.9990234375,0.9997424214613133,1.0,0.9990234375,0.9997712009285614,0.9992391062811427,1.0,1.0,0.998769492314857,1.0,0.998422275456758
884.2105263157895,1.0,0.9993952187738488,0.9990234375,0.9995475477297852,1.0,0.9990234375,0.9995781150097526,0.9994292183219121,1.0,1.0,0.9985774290155052,1.0,0.9980312937837542
947.3684210526316,1.0,0.9995837770741941,0.9990234375,0.999352673998257,1.0,0.9990234375,0.9993850290909438,0.9996193303626816,1.0,1.0,0.9983853657161534,1.0,0.9976403121107504
1010.5263157894736,1.0,0.9997723353745394,0.9990234375,0.999157800266729,1.0,0.9990234375,0.999191943172135,0.9998094424034512,1.0,1.0,0.9981933024168016,1.0,0.9972493304377467
1073.6842105263158,1.0,0.9999608936748846,0.9990234375,0.9990843178837707,1.0,0.9989869674866967,0.9990234375,0.9999995544442206,1.0,1.0,0.9981367584422361,1.0,0.9972848556702549
1136.842105263158,1.0,1.0,0.999199837238548,0.9992803813179209,1.0,0.9987941219520161,0.9990234375,1.0,1.0,1.0,0.9985150421415591,1.0,0.9976805952883364
1200.0,1.0,1.0,0.9993873444206219,0.9994764447520711,1.0,0.9986012764173356,0.9990234375,1.0,1.0,1.0,0.998893325840882,1.0,0.998076334906418
