steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20
0.0,-4.027539253234863,-3.8135993480682373,-3.9613280296325684,-4.1577582359313965,-3.9432642459869385,-4.167329788208008,-3.9508042335510254,-3.8618004322052,-3.756727695465088,-4.0434441566467285,-4.418971538543701,-3.918588876724243,-3.8735597133636475,-4.0759782791137695,-4.080695152282715,-3.789851188659668,-4.1570725440979,-4.434133052825928,-4.177158355712891,-4.164524078369141,-4.0081787109375
63.1578947368421,-4.027539253234863,-3.8135993480682373,-3.9613280296325684,-4.1577582359313965,-3.9432642459869385,-4.167329788208008,-3.9508042335510254,-3.8618004322052,-3.756727695465088,-4.0434441566467285,-4.418971538543701,-3.918588876724243,-3.8735597133636475,-4.0759782791137695,-4.080695152282715,-3.789851188659668,-4.1570725440979,-4.434133052825928,-4.177158355712891,-4.164524078369141,-4.0081787109375
126.3157894736842,-4.027539253234863,-3.8135993480682373,-3.9613280296325684,-4.1577582359313965,-3.9432642459869385,-4.167329788208008,-3.9508042335510254,-3.8618004322052,-3.756727695465088,-4.0434441566467285,-4.418971538543701,-3.918588876724243,-3.8735597133636475,-4.0759782791137695,-4.080695152282715,-3.789851188659668,-4.1570725440979,-4.434133052825928,-4.177158355712891,-4.164524078369141,-4.0081787109375
189.4736842105263,-4.027539253234863,-3.8135993480682373,-3.9613280296325684,-4.1577582359313965,-3.9432642459869385,-4.167329788208008,-3.9508042335510254,-3.8618004322052,-3.756727695465088,-4.0434441566467285,-4.418971538543701,-3.918588876724243,-3.8735597133636475,-4.0759782791137695,-4.080695152282715,-3.789851188659668,-4.1570725440979,-4.434133052825928,-4.177158355712891,-4.164524078369141,-4.0081787109375
252.6315789473684,-4.027539253234863,-3.8135993480682373,-3.9613280296325684,-4.1577582359313965,-3.9432642459869385,-4.167329788208008,-3.9508042335510254,-3.8618004322052,-3.756727695465088,-4.0434441566467285,-4.418971538543701,-3.918588876724243,-3.8735597133636475,-4.0759782791137695,-4.080695152282715,-3.789851188659668,-4.1570725440979,-4.434133052825928,-4.177158355712891,-4.164524078369141,-4.0081787109375
315.7894736842105,-4.027539253234863,-3.8135993480682373,-3.9613280296325684,-4.1577582359313965,-3.9432642459869385,-4.167329788208008,-3.9508042335510254,-3.8618004322052,-3.756727695465088,-4.0434441566467285,-4.418971538543701,-3.918588876724243,-3.8735597133636475,-4.0759782791137695,-4.080695152282715,-3.789851188659668,-4.1570725440979,-4.434133052825928,-4.177158355712891,-4.164524078369141,-4.0081787109375
378.9473684210526,-4.027539253234863,-3.8135993480682373,-3.9613280296325684,-4.1577582359313965,-3.9432642459869385,-4.167329788208008,-3.9508042335510254,-3.8618004322052,-3.756727695465088,-4.0434441566467285,-4.418971538543701,-3.918588876724243,-3.8735597133636475,-4.0759782791137695,-4.080695152282715,-3.789851188659668,-4.1570725440979,-4.434133052825928,-4.177158355712891,-4.164524078369141,-4.0081787109375
442.10526315789474,-3.813978289268515,-3.647944363843429,-3.750726822619502,-3.9300032955629582,-3.7871050425016186,-4.167329788208008,-3.7962423484638426,-3.683696501489851,-3.5920405300326723,-4.0434441566467285,-4.418971538543701,-3.7836780361947966,-3.686201564300849,-3.9647641754567187,-3.872659322528591,-3.6357376589618644,-3.924364598118399,-4.434133052825928,-3.975470149382136,-3.968967288547906,-3.8151745227061262
505.2631578947368,-3.393600044128348,-3.2785889887517183,-3.3345190828141336,-3.452329196441437,-3.449482953468028,-4.167329788208008,-3.4418348296251637,-3.319221585808406,-3.2844236613150155,-4.0434441566467285,-4.418971538543701,-3.5162870946023443,-3.331811695474398,-3.7428252603121934,-3.4744645247691888,-3.325730079946836,-3.4642801122853166,-4.434133052825928,-3.5584214435791273,-3.543361399171386,-3.3746548780217376
568.421052631579,-2.97322179898818,-2.9092336136600077,-2.9183113430087646,-2.974655097319916,-3.111860864434437,-4.167329788208008,-3.087427310786485,-2.9547466701269602,-2.9768067925973587,-4.0434441566467285,-4.418971538543701,-3.2488961530098917,-2.977421826647947,-3.520886345167668,-3.0762697270097865,-3.015722500931807,-3.004195626452234,-4.434133052825928,-3.141372737776118,-3.1177555097948657,-2.9341352333373485
631.578947368421,-2.7720952674410246,-2.6482652963826436,-2.6778029932434513,-2.6250380513544274,-2.8530587868994783,-4.167329788208008,-2.825567265933204,-2.7699555762318284,-2.764650001286405,-4.0434441566467285,-4.418971538543701,-3.035496824798357,-2.733458650107712,-3.385251658534374,-2.7977485277940732,-2.79406421358155,-2.6664378499045984,-4.434133052825928,-2.8806915709064445,-2.804951547544425,-2.5692203927315087
694.7368421052631,-3.020290617209348,-2.738355555049414,-2.791497053154627,-2.6060263392796945,-2.801918424036392,-4.167329788208008,-2.8907040547131,-3.011609579152509,-2.718699879175087,-4.0434441566467285,-4.418971538543701,-2.936053445842817,-2.6910926181075188,-3.4366106563688863,-2.7429557034767056,-2.772812703571106,-2.579777552556807,-4.434133052825928,-2.9891781832644084,-2.824590277556499,-2.469792059085203
757.8947368421052,-3.2684859669776722,-2.828445813716184,-2.905191113065803,-2.5870146272049617,-2.750778061173305,-4.167329788208008,-2.9558408434929966,-3.25326358207319,-2.6727497570637695,-4.0434441566467285,-4.418971538543701,-2.8366100668872773,-2.6487265861073253,-3.487969654203398,-2.688162879159338,-2.751561193560662,-2.493117255209016,-4.434133052825928,-3.0976647956223724,-2.8442290075685723,-2.3703637254388967
