steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33
0.0,25.24803924560547,2.6169052124023438,16.99245262145996,39.397735595703125,28.486541748046875,24.260910034179688,18.854463577270508,17.88669204711914,26.91289520263672,26.775745391845703,24.320363998413086,6.989906311035156,28.811119079589844,23.191015243530273,13.892624855041504,19.604637145996094,20.78057098388672,22.38404083251953,22.286861419677734,14.058950424194336,21.558788299560547,9.676990509033203,15.083730697631836,23.9268741607666,38.015167236328125,13.963685035705566,13.005796432495117,17.651155471801758,14.663076400756836,26.150245666503906,28.065021514892578,30.31835174560547,33.09438705444336,17.689491271972656
63.1578947368421,25.24803924560547,2.6169052124023438,16.99245262145996,39.397735595703125,28.486541748046875,24.260910034179688,18.854463577270508,17.88669204711914,26.91289520263672,26.775745391845703,24.320363998413086,6.989906311035156,28.811119079589844,23.191015243530273,13.892624855041504,19.604637145996094,20.78057098388672,22.38404083251953,22.286861419677734,14.058950424194336,21.558788299560547,9.676990509033203,15.083730697631836,23.9268741607666,38.015167236328125,13.963685035705566,13.005796432495117,17.651155471801758,14.663076400756836,26.150245666503906,28.065021514892578,30.31835174560547,33.09438705444336,17.689491271972656
126.3157894736842,26.767885981273583,14.108737150691338,27.675261244702796,43.62496289763264,32.589556676165,27.23376060488827,36.857939465115834,17.88669204711914,34.56915270725387,35.19025252274709,33.18934754206357,17.853013192993917,46.489867704796616,45.420444674614245,19.46765987597346,29.540248086641057,30.46722455675124,27.202977070819614,23.90352921016292,21.65535735841783,37.55057037590955,20.596855557734273,15.083730697631836,29.095378437657256,43.52717633062955,17.314706470614105,25.73345952580248,25.215883110094055,26.528664176352358,29.12771243171951,28.065021514892578,36.80465795072851,41.96465107635825,38.64006573627041
189.4736842105263,36.700366075647224,50.928822088539185,61.0216778048721,63.53468168624802,67.94057070394604,60.77778378063552,406.43774999910744,17.88669204711914,106.8926143614133,58.64987931675191,157.63278842650482,81.47170959044786,264.8073244038749,280.84178832302814,38.85313446466239,61.737893172279776,172.09453829500012,64.37850694720296,39.855575460100106,250.33500043542946,340.62963640238934,67.2852256564609,15.083730697631836,132.3744688528355,78.13328776574537,50.477995615439276,72.63096018036278,54.815175918028956,493.844131684186,50.51444933001828,28.065021514892578,63.39326352138386,125.58266583778054,163.27022429367543
252.6315789473684,62.091314155367,646.72959793695,91.50361941106979,105.71627207199276,569.2614041247683,214.38443561940545,860.2967608501224,17.88669204711914,606.7741315762173,137.88939642406604,708.643233891499,339.9901813658097,776.4586230006437,793.2379641072603,78.18266368977697,137.21613687357814,717.1757520447652,665.8477438842215,57.95415720056296,771.1406948151662,831.4667108373803,689.535174551592,15.083730697631836,444.22192179515133,405.7135797755082,442.22668384703366,703.0134321958315,364.90066006821183,926.9808669817672,556.2036439827352,28.065021514892578,90.02875626970336,728.7647465722533,667.4311473318592
315.7894736842105,112.089551425714,925.3479999768605,130.58675004118518,874.1118355574948,884.2368949333418,843.1290201496992,943.9688769904708,17.88669204711914,911.2319785822407,793.7023884984753,924.3755877273024,837.5374119398011,926.7696004632063,930.5446212713081,49.475761000685054,561.0107413223145,928.2448897862275,923.1114029033686,110.14265564320937,931.794967390625,947.7919146368428,933.9671135472599,15.083730697631836,891.5390021831158,871.6262117115996,881.3751271630699,929.8060176823283,899.4230826079606,946.5709457463403,893.8981034136671,28.065021514892578,169.10908543242266,933.2101915865367,883.2969552871706
378.9473684210526,415.2960595583347,939.6335751916037,641.3638503382117,947.3874228146163,933.4363678936636,934.1090938539098,965.1184662248418,31.621952450277707,948.860778345248,938.0190640721449,948.9476316406871,921.477442719129,957.1151113901378,951.8730067499135,623.3739098998523,920.4111822274082,959.2273240286088,936.0596153536234,350.39317511017157,962.0732924271379,961.8651448390181,941.8256207387582,21.525121745854165,933.4807545966404,934.7565598004988,931.2952894301125,937.4451525378211,936.7615325991953,966.5884249677572,945.0753173541067,53.026352315132996,818.4771595418679,940.4070734507519,941.9902254571554
442.10526315789474,922.7628808745293,962.2261109523288,938.2499477744013,955.5479754119907,949.0205967966406,945.8828366398648,974.4054887966324,54.12456899639158,969.1977902127727,949.0222855507784,958.3501734723427,939.3388957337135,969.7244592141889,960.3796544744109,916.0630334938814,944.3609571995007,974.0589891978517,952.4473946972628,880.62901935647,969.679750022574,972.0699951880933,961.3304621555759,55.520328886843984,955.8449457684154,947.8623884423298,940.5037118738927,965.4287148005835,944.153533442824,646.5742294906399,962.2357777911659,413.3174081703208,915.3951310770462,964.582249320656,962.5444899935178
505.2631578947368,945.015216744202,433.8540616162244,435.64027088379913,964.7042182050816,956.0806081930042,956.5706761762943,978.3999184978746,753.2143023417955,974.2730720768682,958.5951517542999,564.5773080836993,949.2122189860187,975.593489415158,964.024719441214,920.543584818926,960.0316283323922,977.4772035736041,969.4811625752513,918.2391224372891,976.2265963899661,557.4922907457617,966.0640459574238,120.06069799475605,964.2149758086807,959.111676417578,959.1342739370418,974.5356942669332,964.065565997678,550.2106009216011,972.7598858302881,849.1007252732417,937.6574430701041,969.3987528531308,971.686106897947
568.421052631579,958.1882183868172,769.9732414209528,728.6630004248618,972.8596922209189,960.4563033734362,968.9885491736709,982.3983338494121,926.6493385136085,976.1108140721774,966.361213502198,602.159434383426,332.95160265153197,977.8965114018329,970.2047399655942,926.2790328512119,974.3412760846587,299.2120929640158,975.9140827436055,938.6128361569928,973.5817000194594,618.4035677772758,968.0164033927042,651.4497745005021,970.3431986584216,965.4238397654065,964.9270121802583,977.7310894588095,976.0820496430678,308.01501688981796,976.9274885184213,936.7379821196481,947.1813631768284,975.0031707375474,976.203991593194
