steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28
0.0,7.537685394287109,11.240537643432617,17.32480812072754,10.869394302368164,6.841449737548828,13.172796249389648,12.706838607788086,11.333276748657227,10.114740371704102,13.662346839904785,11.90518856048584,10.132837295532227,7.71273946762085,8.287958145141602,8.774795532226562,12.441150665283203,11.525575637817383,8.534353256225586,9.39694881439209,7.1390581130981445,16.536788940429688,11.219094276428223,11.19560718536377,10.94119644165039,8.95341682434082,9.603621482849121,11.532695770263672,10.176681518554688,9.674337387084961
63.1578947368421,7.537685394287109,11.240537643432617,17.32480812072754,10.869394302368164,6.841449737548828,13.172796249389648,12.706838607788086,11.333276748657227,10.114740371704102,13.662346839904785,11.90518856048584,10.132837295532227,7.71273946762085,8.287958145141602,8.774795532226562,12.441150665283203,11.525575637817383,8.534353256225586,9.39694881439209,7.1390581130981445,16.536788940429688,11.219094276428223,11.19560718536377,10.94119644165039,8.95341682434082,9.603621482849121,11.532695770263672,10.176681518554688,9.674337387084961
126.3157894736842,9.25058803204846,14.939765613288142,17.32480812072754,10.823384936296428,8.369690192254458,11.788321840065171,11.46335932473174,17.440616399031565,12.066666493932132,13.139551375409217,13.657491251835435,11.176212725744438,20.40601316781216,9.393971814007337,9.939089607944599,13.213425027341536,16.3157698413688,11.43320127646005,12.089114709304418,8.676967794894964,16.536788940429688,11.219094276428223,12.434132948585503,12.161238576604338,8.95975566476029,11.011705997019911,13.717997048515763,12.545473889955232,38.309363313597075
189.4736842105263,22.602942326518622,61.49155737285653,17.32480812072754,91.94605231178869,13.785436787164059,12.079134994662324,28.46987149470383,78.78370704049968,18.82278654081613,16.007732042614638,17.98796859915806,13.540759457362139,117.3491979074906,15.39911620572969,11.501283199401097,51.32893623134215,35.51194528803336,19.87930011386754,18.915414106858172,14.069452874830548,16.536788940429688,11.219094276428223,20.10812934045859,44.83949307902108,12.407283752055285,14.617446810259873,16.91254189029552,87.77872533189253,133.23686006098674
252.6315789473684,59.86753742002058,75.86653408685527,17.32480812072754,174.98130747968185,13.69625996876362,23.338363904826558,116.21134713577831,162.61700363735272,93.6746376908745,62.88308145694772,63.588123856140406,32.7768170331424,186.22328631081285,17.23808861073762,39.94148842269638,144.6933345845302,93.05760685801766,23.92430080603821,121.05944191341096,89.09977901993172,16.536788940429688,11.219094276428223,21.06928556079402,126.16318653927732,41.78764261352319,22.29783556517505,15.285818067577837,44.659087451438054,172.53469414959508
315.7894736842105,175.2755152167003,131.35362020049814,17.32480812072754,200.66690244552325,20.228067199677227,53.31006482430146,206.57179308771015,204.4375922272504,170.7969386416202,133.1985313453793,146.1012250008624,89.30388473580719,242.7724026937097,18.453413600786376,84.30472112357964,167.35024216941937,218.64552116764497,95.11081757510277,172.96443862375835,217.391257532054,16.536788940429688,11.219094276428223,13.18052824331081,175.84182714892245,192.57869611509753,148.87204729691757,17.780532806699515,176.49752848404626,193.02991077474564
378.9473684210526,193.8524622748525,178.1865668804503,21.23068711450336,247.9549473412966,38.639569535405414,171.7601964962313,128.93818896075118,285.8882008806904,175.43727672272726,224.93747760137967,197.9866788917546,186.19164632764725,341.17400000305923,41.20191352899604,199.09099796157804,139.4942784193651,258.0838486650313,284.76820536398617,180.991509566375,293.25732906406006,14.298393992929356,11.64287550633694,158.23072787496986,182.46072949840985,234.0312752210216,240.92970135934306,30.465156361909738,199.30352744274782,249.8067065376639
442.10526315789474,225.7711678237191,188.96130024948704,47.522053119985635,316.02595318250076,169.10130720989844,125.51485714874252,144.32876229388756,387.34264839252677,181.09209551821533,264.35673973695066,273.94790044943403,235.84671722412492,402.71352462547236,91.29927171838509,194.0730337784703,206.95803987971817,229.69999820696535,332.0806055998708,188.00592782966328,371.5395016632544,13.017213798343946,21.64865601787023,164.59359853502778,210.967788233778,289.1082210304338,300.970556098285,120.0541151510831,256.6041160617873,230.99606465971448
505.2631578947368,278.8860566267673,206.6686384500176,167.61574649342927,345.31402328115666,186.2286758629469,170.30777738094403,173.9365594875382,454.77542586553574,211.95653833610777,481.21312939289936,338.12983815429413,315.18209871686275,461.7532526057046,192.3698096012745,111.26000050681334,260.1498158241525,337.9267509638299,399.7062699522014,216.73946000724283,412.9045058805386,139.72043179286538,35.248760551651706,78.69525514617544,198.56723169628305,295.6358708810251,386.5998797738728,243.87763801428974,316.1441954514108,200.6741966386413
568.421052631579,342.6233939631568,262.10554031823546,225.2328554138227,358.0378026036721,204.71519935141092,295.33912283715796,251.07641332276472,512.043330823794,261.72908597388647,533.614044107501,406.0139169024182,302.44005961004854,497.1215676230931,224.98279603713905,174.86541147888815,334.6434320761181,506.8716977380793,464.90046443653455,272.5975603721255,452.48226755449207,175.5044655404606,121.75653643697488,146.1450622102388,161.35816981489617,440.967417700737,464.74287051661213,308.35083531573747,394.10810934551773,369.83536554530065
631.578947368421,383.63906864986205,304.7747438515672,268.9628925059441,371.94169890554946,235.88191453157356,345.89496525604653,346.09964078115956,558.0913723562342,323.7976786806943,573.7252968682272,547.1663101965653,341.6320595791898,519.6065093905075,260.5757403692502,192.05194905311416,409.3832914766653,512.2608688810927,548.6721549952075,315.7304652825279,484.87549092938934,124.5643632560849,206.6540651782246,206.04311501058567,227.7746446273877,413.3136663342994,524.5081479957132,363.60781988824976,439.4333999341629,437.4871457873275
