steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9
0.0,58.343833923339844,16.661636352539062,262.6882629394531,41.513031005859375,88.88032531738281,124.25151062011719,33.020729064941406,44.01850128173828,49.392276763916016,21.629558563232422
63.1578947368421,58.343833923339844,16.661636352539062,262.6882629394531,41.513031005859375,88.88032531738281,124.25151062011719,33.020729064941406,44.01850128173828,49.392276763916016,21.629558563232422
126.3157894736842,59.919606064046356,19.685418581712426,357.15403815069783,43.42258843749537,94.6462539634321,249.75753333372924,32.893789506660866,37.49020957975141,49.392276763916016,22.200606585563303
189.4736842105263,61.25299338679618,169.23339792341474,554.1825725447795,48.129861282421544,75.7331270049723,548.3939973997385,41.0683994310989,49.67575292480112,49.392276763916016,22.874435445526863
252.6315789473684,61.389315364534816,454.3767913291032,719.4720860597424,439.57985426388456,299.23212513267197,711.9888212358849,90.85520374366187,441.6396960671894,46.8711397957434,24.83783048954834
315.7894736842105,61.31922741935365,627.898195690357,805.3837866096171,709.4431724060299,546.749252751881,814.8684720638164,267.9289042472859,716.2302674054763,36.26815639103237,258.54319209117614
378.9473684210526,105.13100875927853,733.283997050525,855.8105204964385,791.6782061207996,702.7517666331185,862.8823232774508,406.63330485704034,798.1091773505658,428.29450931299067,527.6328703517904
442.10526315789474,337.46521372284815,832.1229974247294,878.775999788401,839.1788951511925,796.3268462869709,880.9467164661291,485.3311361395017,835.8939311837305,696.4209782201136,598.3029038504997
505.2631578947368,616.2640486809805,849.3797566984566,890.1425346163752,853.6469299754172,902.9412421838907,886.2404995308441,545.4971628191068,858.5567794162654,794.0636713571225,602.2464733953168
568.421052631579,798.7671066184638,854.2958074594459,901.8955827574117,866.4255131573107,936.818666171245,890.0545044007741,584.7354552350307,874.8942977725811,838.7157670911746,629.5153738415887
631.578947368421,846.4330883071543,885.1402438053099,903.4891586641177,877.2877031170373,941.4441243351098,894.5509399254581,829.0269986106896,880.0709029458853,857.9400624648455,642.984444581121
694.7368421052631,867.6044399133439,887.8008717988662,904.014886820613,882.6022149184951,941.0273828000356,898.2426060382438,848.7072179268773,881.0712050983732,867.8772555871126,744.0821901585135
757.8947368421052,879.9494152385759,889.088232457399,903.3573767366071,885.1052547811514,927.6716633045648,899.9303439223947,853.1746701653424,886.2984382264021,878.9452905263387,825.4594744986275
821.0526315789473,884.9249113585183,888.2255722441723,901.643997705456,884.2271691593968,932.4523883226097,903.0003746442331,864.4491944541417,884.8119866305985,886.5877470555849,849.7789814521004
884.2105263157895,888.6125616147444,897.9950859600203,904.0185072186265,889.4273450207322,942.1282460444639,902.5469582979844,867.365297212678,893.7158022346862,890.9115348850091,868.4869063293518
947.3684210526316,892.9822994549806,902.2711044103299,900.5754977455706,886.7959561078749,943.2320553989106,904.0355334501457,868.8025367285882,889.5230970008663,892.2321278786668,867.679305818237
1010.5263157894736,893.1176465056174,903.5346808891494,902.1196063022289,890.6362877644311,943.9927990424708,903.4980321877463,871.68416349048,890.9337720361337,890.4317214784722,871.6327793777716
1073.6842105263158,896.6570498855405,905.4342642119424,892.5917371846853,892.3902355802084,943.9357130769125,906.6982617642914,873.8518318313081,892.4664024857993,884.9315253315573,871.6838268435769
1136.842105263158,895.4058227539062,903.49951171875,903.3215942382812,898.546142578125,945.0045166015625,910.2959594726562,885.160888671875,896.0223999023438,889.1450801094727,867.97021484375
1200.0,895.4058227539062,903.49951171875,903.3215942382812,898.546142578125,945.0045166015625,910.2959594726562,885.160888671875,896.0223999023438,895.9093353271044,867.97021484375
