steps,trial_0
0.0,954.1422729492188
63.1578947368421,954.1422729492188
126.3157894736842,954.1422729492188
189.4736842105263,955.5089194259565
252.6315789473684,971.2999875993031
315.7894736842105,973.044091124246
378.9473684210526,976.2716933036445
442.10526315789474,975.5918432167337
505.2631578947368,970.4496095821555
568.421052631579,978.7105249734884
631.578947368421,978.9389090164009
694.7368421052631,980.2204753128008
757.8947368421052,977.3921523033379
821.0526315789473,973.3774267998683
884.2105263157895,984.6760492473237
947.3684210526316,984.0653076171875
1010.5263157894736,984.0653076171875
1073.6842105263158,984.0653076171875
1136.842105263158,984.0653076171875
1200.0,984.0653076171875
