steps,trial_0,trial_1
0.0,30.30313491821289,30.90243148803711
63.1578947368421,30.30313491821289,30.90243148803711
126.3157894736842,30.30313491821289,36.03833689543548
189.4736842105263,30.30313491821289,50.5630414385481
252.6315789473684,30.30313491821289,54.26703573689136
315.7894736842105,30.30313491821289,79.98714277062577
378.9473684210526,35.00174643859867,808.4897767324254
442.10526315789474,52.44567824562106,886.8663201252886
505.2631578947368,58.87503629925599,918.5108055662308
568.421052631579,115.35747920155106,955.217749909007
631.578947368421,516.3062398091556,971.1118690016793
694.7368421052631,879.3323977145433,976.914438796539
757.8947368421052,908.1064344010384,981.4340001310699
821.0526315789473,937.921163729725,982.6188010005167
884.2105263157895,960.4860985141115,982.8131529680109
947.3684210526316,968.1097443981695,980.2239536221687
1010.5263157894736,975.9054685023158,984.228597523183
1073.6842105263158,979.5568094128515,983.532074211235
1136.842105263158,979.1820351117773,982.5936279296875
1200.0,977.5633766169307,982.5936279296875
