steps,trial_0
0.0,1.0900261402130127
63.1578947368421,1.0900261402130127
126.3157894736842,1.0900261402130127
189.4736842105263,1.1162832546328232
252.6315789473684,8.088449907371938
315.7894736842105,53.83651077665603
378.9473684210526,96.762902558528
442.10526315789474,126.05037533366624
505.2631578947368,136.3437530538518
568.421052631579,152.14436646234108
631.578947368421,158.86670636726544
694.7368421052631,165.4766929951666
757.8947368421052,162.20486450195312
821.0526315789473,162.20486450195312
884.2105263157895,162.20486450195312
947.3684210526316,162.20486450195312
1010.5263157894736,162.20486450195312
1073.6842105263158,162.20486450195312
1136.842105263158,162.20486450195312
1200.0,162.20486450195312
