steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9
0.0,558.6318359375,545.619140625,463.578125,371.771484375,406.5234375,782.498046875,584.134765625,369.4267578125,521.25,556.3466796875
63.1578947368421,577.8715328453654,576.7014083240308,545.6293571838719,405.85378880095357,490.8812916474911,782.498046875,604.3550233692025,396.0734079344265,559.2058732752695,586.6541607566792
126.3157894736842,605.7179912814613,649.4981438029013,687.4470009769439,464.3320913629342,833.1848342047759,782.498046875,646.686160260115,466.21371808318577,629.3293374098236,636.2399456572839
189.4736842105263,625.2714671227047,659.8407780926589,908.8095370277683,462.5956133342213,913.6935789289029,855.6611802955532,656.0033773972256,465.7038981118307,652.1120143956001,648.9071538425575
252.6315789473684,628.2267573550894,681.8603948327175,972.2359984612564,432.3181808474174,951.3010189262665,902.9250395259995,658.2625472019431,469.77776353511155,675.8008049775614,627.9035733915833
315.7894736842105,639.799009424224,673.3648501878641,977.6304450937369,470.3762665612248,962.026193680792,887.4681251628228,659.6395801613369,476.4844011512417,685.8873911153635,646.9359493000728
378.9473684210526,628.4410531403893,689.2035366657219,979.7594655647678,469.3999798673637,977.7883619876567,883.461232933572,663.3773570851698,471.31887937874944,678.6559187973794,651.2437225284751
442.10526315789474,636.2387976106753,695.1495309712831,977.1916606724151,474.00243009673903,977.4477433664601,894.0001321280942,661.4722605875842,471.177562263004,685.456169906246,650.6450845274761
505.2631578947368,632.7993604489245,709.1056357272697,978.3229098423691,477.22274926322785,979.5584522254317,870.9479348653493,657.5964644421871,485.17341194882215,683.6288172771754,663.7975874510531
568.421052631579,635.1796875,699.599609375,982.423828125,474.615234375,978.994140625,918.4650587590908,670.2841796875,477.8330078125,695.40234375,660.3525390625
631.578947368421,635.1796875,699.599609375,982.423828125,474.615234375,978.994140625,925.06640625,670.2841796875,477.8330078125,695.40234375,660.3525390625
694.7368421052631,635.1796875,699.599609375,982.423828125,474.615234375,978.994140625,925.06640625,670.2841796875,477.8330078125,695.40234375,660.3525390625
757.8947368421052,635.1796875,699.599609375,982.423828125,474.615234375,978.994140625,925.06640625,670.2841796875,477.8330078125,695.40234375,660.3525390625
821.0526315789473,635.1796875,699.599609375,982.423828125,474.615234375,978.994140625,925.06640625,670.2841796875,477.8330078125,695.40234375,660.3525390625
884.2105263157895,635.1796875,699.599609375,982.423828125,474.615234375,978.994140625,925.06640625,670.2841796875,477.8330078125,695.40234375,660.3525390625
947.3684210526316,635.1796875,699.599609375,982.423828125,474.615234375,978.994140625,925.06640625,670.2841796875,477.8330078125,695.40234375,660.3525390625
1010.5263157894736,635.1796875,699.599609375,982.423828125,474.615234375,978.994140625,925.06640625,670.2841796875,477.8330078125,695.40234375,660.3525390625
1073.6842105263158,635.1796875,699.599609375,982.423828125,474.615234375,978.994140625,925.06640625,670.2841796875,477.8330078125,695.40234375,660.3525390625
1136.842105263158,635.1796875,699.599609375,982.423828125,474.615234375,978.994140625,925.06640625,670.2841796875,477.8330078125,695.40234375,660.3525390625
1200.0,635.1796875,699.599609375,982.423828125,474.615234375,978.994140625,925.06640625,670.2841796875,477.8330078125,695.40234375,660.3525390625
