steps,trial_0,trial_1
0.0,9.406087875366211,6.348013401031494
63.1578947368421,9.406087875366211,6.559926917976823
126.3157894736842,9.406087875366211,18.343600745158078
189.4736842105263,34.97897217866756,174.92088777394108
252.6315789473684,660.3871170530244,448.17734489628003
315.7894736842105,782.8807186447198,476.2909257112016
378.9473684210526,816.8182373117336,508.70899166649446
442.10526315789474,836.2086858722556,677.3357128647871
505.2631578947368,918.0370869614587,913.9754400218942
568.421052631579,870.381530838595,922.1006957343722
631.578947368421,881.6467726134845,915.7686767578125
694.7368421052631,883.2023917087303,915.7686767578125
757.8947368421052,924.5860595703125,915.7686767578125
821.0526315789473,924.5860595703125,915.7686767578125
884.2105263157895,924.5860595703125,915.7686767578125
947.3684210526316,924.5860595703125,915.7686767578125
1010.5263157894736,924.5860595703125,915.7686767578125
1073.6842105263158,924.5860595703125,915.7686767578125
1136.842105263158,924.5860595703125,915.7686767578125
1200.0,924.5860595703125,915.7686767578125
