steps,trial_0,trial_1,trial_2,trial_3,trial_4
0.0,29.45703125,4.4931640625,54.2890625,160.458984375,1.345703125
63.1578947368421,29.45703125,57.43488669081175,91.13995904405064,245.8413871982973,61.47469932266932
126.3157894736842,59.94257169207449,220.95649347819875,302.0805644400417,464.5801027067363,55.89277606665242
189.4736842105263,443.68751972262714,194.26685223370598,291.426307108902,351.28041304302786,57.7332767391486
252.6315789473684,426.4594377260747,198.7010043808338,292.53149781873304,342.32613854806334,309.1225366227965
315.7894736842105,427.8925743384025,300.3564453125,260.6103515625,346.3779296875,268.50390625
378.9473684210526,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
442.10526315789474,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
505.2631578947368,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
568.421052631579,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
631.578947368421,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
694.7368421052631,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
757.8947368421052,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
821.0526315789473,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
884.2105263157895,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
947.3684210526316,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
1010.5263157894736,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
1073.6842105263158,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
1136.842105263158,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
1200.0,415.08984375,300.3564453125,260.6103515625,346.3779296875,268.50390625
