steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5
0.0,26.017566680908203,30.86370849609375,25.96564483642578,19.74817657470703,25.814178466796875,14.456937789916992
63.1578947368421,26.017566680908203,30.86370849609375,25.96564483642578,19.74817657470703,25.814178466796875,14.456937789916992
126.3157894736842,26.017566680908203,84.32853788871697,69.44284403362087,34.98386781884967,43.5674904971514,50.03505927698525
189.4736842105263,26.017566680908203,163.0860871747311,183.20122895349016,133.36502737597107,114.48893045522786,165.72410150813363
252.6315789473684,26.017566680908203,171.6200704045639,306.63206572975713,207.73347165924145,277.01970087729285,233.42306556121795
315.7894736842105,26.017566680908203,174.14277231182692,358.52538771624006,243.6045338821167,348.4637038037204,270.0554737319871
378.9473684210526,24.12832694166774,181.83710517862588,320.1610605524403,297.1189493921243,384.191717782626,298.58911658632735
442.10526315789474,90.2413794649709,188.96068132731136,289.7916170953627,342.16082704795355,409.9222871179481,304.4863167104116
505.2631578947368,153.46939775631327,218.22258762929803,381.69753424106,341.6971098401439,432.2737858356516,325.03189525818533
568.421052631579,147.75704727190066,248.35622338245537,399.61641572893456,371.44658813300623,341.983851098946,344.6014026935606
631.578947368421,166.1962668173392,254.00817914855037,412.8059939460534,10.391490549958803,397.8500935131363,356.4194460366293
694.7368421052631,142.71805874442285,267.2331081049157,315.77482092956427,37.190074343228716,462.93276535563734,352.2249747181484
757.8947368421052,123.65390173346786,293.80369497257175,236.4367203241898,209.37115405089781,465.2937880960729,355.933363660324
821.0526315789473,163.60657072831793,320.66111355520826,484.7858312595273,355.9529142470521,344.74295754533046,363.11063382991676
884.2105263157895,168.42747310488437,334.65262963639714,478.78580123706644,373.0456904851523,43.52494535296344,366.54797044378995
947.3684210526316,192.834847201327,358.2516611960704,420.0335498519245,426.5624704114611,448.21125360365926,373.8024927402842
1010.5263157894736,212.31664849694897,353.57072156313774,401.85504353502483,441.9748808030379,429.3445431792427,373.283522134311
1073.6842105263158,243.41804597840382,366.4364343979589,178.23797454719193,454.4364397548653,466.7367105794074,374.0147473625754
1136.842105263158,286.77329065866934,316.6836242675781,400.17822265625,463.0447082519531,472.32061767578125,375.29949951171875
1200.0,297.11490990007195,316.6836242675781,400.17822265625,463.0447082519531,472.32061767578125,375.29949951171875
