steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18
0.0,0.001953125,0.0009765625,0.0146484375,0.0078125,0.0048828125,0.0029296875,0.064453125,0.0029296875,0.0126953125,0.103515625,0.0556640625,0.0107421875,0.0283203125,0.04296875,0.0146484375,0.0009765625,0.0986328125,0.0029296875,0.0
63.1578947368421,0.001953125,0.0009765625,0.0146484375,0.0078125,0.0048828125,0.0029296875,0.064453125,0.0029296875,0.0126953125,0.103515625,0.0556640625,0.0107421875,0.0283203125,0.04296875,0.0146484375,0.0009765625,0.0986328125,0.0029296875,0.0
126.3157894736842,0.001953125,0.0009765625,0.0146484375,0.0078125,0.0048828125,0.0029296875,0.064453125,0.0029296875,0.0126953125,0.103515625,0.0556640625,0.0107421875,0.0283203125,0.04296875,0.0146484375,0.0009765625,0.0986328125,0.0029296875,0.0
189.4736842105263,0.001953125,0.0009765625,0.0146484375,0.0078125,0.0048828125,0.0029296875,0.064453125,0.0029296875,0.0126953125,0.103515625,0.0556640625,0.0107421875,0.0283203125,0.04296875,0.0146484375,0.0009765625,0.0986328125,0.0029296875,0.0
252.6315789473684,0.001953125,0.0009765625,0.0146484375,0.0078125,0.0048828125,0.0029296875,0.064453125,0.0029296875,0.0126953125,0.103515625,0.0556640625,0.0107421875,0.0283203125,0.04296875,0.0146484375,0.0009765625,0.0986328125,0.0029296875,0.0
315.7894736842105,0.001953125,0.0009765625,0.0146484375,0.0078125,0.0048828125,0.0029296875,0.064453125,0.0029296875,0.0126953125,0.103515625,0.0556640625,0.0107421875,0.0283203125,0.04296875,0.0146484375,0.0009765625,0.0986328125,0.0029296875,0.0
378.9473684210526,0.001953125,0.0009765625,0.0146484375,0.0078125,0.0048828125,0.0029296875,0.064453125,0.0029296875,0.0126953125,0.103515625,0.0556640625,0.0107421875,0.0283203125,0.04296875,0.0146484375,0.0009765625,0.0986328125,0.0029296875,0.0
442.10526315789474,0.010443578431819237,0.012885701399524607,0.023442450587513014,0.018784926691138258,0.012532219380519075,0.015191698156845236,0.07269427881861282,0.01490907572098606,0.025433942682918032,0.10375265576804893,0.0631435737450332,0.0186046138656915,0.03611135149068059,0.05431395357177017,0.02177449031802676,0.01610641652328563,0.0955974555251314,0.01992949589078466,0.014090793381414156
505.2631578947368,0.028659477075362677,0.036221576270698164,0.0454442881895334,0.038041946278943306,0.02897702717473702,0.0530112737804456,0.08947410687111021,0.03941177228326699,0.051646241366271405,0.10485316047698055,0.0830709514333897,0.03953841546004394,0.0655521460395242,0.08492952211220939,0.03745857353557959,0.04762670840073512,0.08866685381585562,0.05584729995869749,0.04342479326543608
568.421052631579,0.04687537571890613,0.059557451141871734,0.0674461257915538,0.05729896586674837,0.04542183496895498,0.09083084940404601,0.10625393492360763,0.06391446884554794,0.07785854004962481,0.10595366518591219,0.10299832912174622,0.06047221705439641,0.09499294058836784,0.11554509065264863,0.053142656753132435,0.07914700027818465,0.08173625210657984,0.09176510402661035,0.07275879314945803
631.578947368421,0.06509127436244957,0.08289332601304529,0.08944796339357419,0.07655598545455342,0.06186664276317292,0.12865042502764637,0.12303376297610503,0.08841716540782887,0.10407083873297818,0.10705416989484381,0.12292570681010272,0.08140601864874886,0.12443373513721144,0.14616065919308785,0.06882673997068527,0.11066729215563414,0.07480565039730405,0.1276829080945232,0.10209279303347996
694.7368421052631,0.08330717300599301,0.10622920088421885,0.11144980099559457,0.09581300504235846,0.07831145055739086,0.16647000065124676,0.13981359102860244,0.11291986197010981,0.13028313741633157,0.10815467460377544,0.1428530844984592,0.1023398202431013,0.15387452968605506,0.17677622773352705,0.08451082318823809,0.14218758403308362,0.06787504868802828,0.16360071216243602,0.13142679291750187
757.8947368421052,0.09685192569221418,0.12073596611427935,0.1279296875,0.10721793415480735,0.09264848011801739,0.1966229598453444,0.14809325483955627,0.12167026367963261,0.15000464543264058,0.10925517931270706,0.1609698248959236,0.11984362175576706,0.17915600204529783,0.19280149214122283,0.10232576736704789,0.16351925542756113,0.07121880136970025,0.17658231555354809,0.15071974326638
821.0526315789473,0.10254829122903274,0.12864329038424213,0.1279296875,0.11218017322855339,0.10320746843448564,0.18649652263135513,0.1492550613144059,0.11932389250422644,0.15510253695876403,0.1175508265227619,0.15899858333229483,0.11802930521991171,0.17484274950759487,0.18318458593303194,0.12412149996458885,0.17134141000605949,0.09240992535030362,0.1709582262357397,0.1540952389758723
884.2105263157895,0.10824465676585131,0.13655061465420493,0.1279296875,0.11714241230229945,0.11376645675095393,0.17637008541736585,0.15041686778925556,0.11697752132882025,0.16020042848488744,0.12672558147866808,0.1570273417686661,0.11621498868405639,0.1705294969698919,0.17356767972484102,0.14591723256212985,0.17916356458455784,0.11360104933090703,0.1653341369179313,0.1574707346853646
947.3684210526316,0.11394102230266986,0.14445793892416772,0.1279296875,0.1221046513760455,0.12432544506742219,0.16624364820337656,0.1515786742641052,0.11463115015341407,0.16529832001101089,0.13590033643457428,0.15505610020503732,0.11440067214820106,0.16621624443218894,0.16395077351665013,0.1677129651596708,0.1869857191630562,0.1347921733115104,0.15971004760012292,0.16084623039485693
1010.5263157894736,0.11963738783948842,0.15236526319413052,0.1279296875,0.12706689044979153,0.13488443338389045,0.1561172109893873,0.15274048073895483,0.11228477897800788,0.17039621153713433,0.14507509139048044,0.15308485864140858,0.11258635561234571,0.16190299189448598,0.15433386730845924,0.18950869775721174,0.19480787374155453,0.1559832972921138,0.15408595828231453,0.16422172610434924
1073.6842105263158,0.12531667262564902,0.1613668294818796,0.12803725526885756,0.13336922277856736,0.146893302952528,0.14599077377539801,0.16040370700955406,0.11735519426273705,0.1754266581278942,0.15424984634638664,0.15111361707777984,0.11077203907649039,0.157589739356783,0.15021667847877493,0.20969203331027567,0.20249724935300606,0.1683199869897397,0.15531920200353283,0.16835271904906693
1136.842105263158,0.130721510926196,0.17142513904220325,0.13011885559431052,0.14142972880898685,0.16555786758514182,0.15690567170705072,0.17454441348684466,0.12753117943204897,0.180025827282789,0.16697253086866917,0.15478187572163749,0.11363560611477651,0.1672218617561631,0.15481552639278118,0.22479346186382496,0.20960712107981078,0.15410433634106852,0.16296947590004535,0.17594314541240044
1200.0,0.13612634922674297,0.18148344860252685,0.13220045591976345,0.14949023483940632,0.18422243221775567,0.1688743546144454,0.18868511996413526,0.1377071646013609,0.18462499643768385,0.18610685912671154,0.16171655988288877,0.11791033980620677,0.1781361462824042,0.15941437430678745,0.23989489041737427,0.2167169928066155,0.13988868569239735,0.17061974979655786,0.18353357177573396
