steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37
0.0,649.176513671875,679.834716796875,897.23681640625,944.4580078125,938.2528076171875,960.0338134765625,953.5537719726562,958.483154296875,958.938720703125,959.0372314453125,853.092529296875,960.005859375,961.4302978515625,957.7330932617188,963.5167236328125,968.9967041015625,673.9765014648438,641.1766357421875,601.8391723632812,676.7410888671875,966.986083984375,656.6355590820312,962.5877685546875,895.1244506835938,967.8114624023438,944.572509765625,949.708740234375,942.6045532226562,542.973876953125,742.1343994140625,962.49658203125,930.1167602539062,945.8231201171875,948.9710693359375,970.1401977539062,919.34033203125,926.2283935546875,957.7637329101562
63.1578947368421,649.176513671875,679.834716796875,897.23681640625,944.4580078125,938.2528076171875,960.0338134765625,953.5537719726562,958.483154296875,958.938720703125,959.0372314453125,853.092529296875,960.005859375,961.4302978515625,957.7330932617188,963.5167236328125,968.9967041015625,673.9765014648438,641.1766357421875,601.8391723632812,676.7410888671875,966.986083984375,656.6355590820312,962.5877685546875,895.1244506835938,967.8114624023438,944.572509765625,949.708740234375,942.6045532226562,542.973876953125,742.1343994140625,962.49658203125,930.1167602539062,945.8231201171875,948.9710693359375,970.1401977539062,919.34033203125,926.2283935546875,957.7637329101562
126.3157894736842,649.176513671875,941.3698559573181,980.622718797135,964.023518221979,970.7747197422915,968.0945355519334,980.1165033204294,973.9742133168404,968.9268666465139,976.9693274291845,977.3516069000706,967.4139475980296,980.6296462919573,963.0293079807201,963.5167236328125,976.3508254792167,673.9765014648438,968.4463270988459,974.6844733180358,976.8119885826325,964.3317843901676,793.5375993819428,973.5465920288931,974.3410509447004,967.8114624023438,978.7833818607327,975.6660766334513,973.5031407325467,968.9882139251337,970.8800971823767,971.37924829187,975.38917794091,975.4854870420969,974.5735577650773,973.214916798679,976.1016077457604,973.3966461130887,980.2485426194726
189.4736842105263,659.1345240147493,984.649819778294,983.332263772567,978.7309640385067,984.3814338166318,978.015750178454,962.7226048539603,973.6826228689096,976.6641539306855,979.2620083828766,977.3001098021041,979.5022802543092,978.7686101013787,980.0866476591981,963.5167236328125,976.5617790951051,673.9765014648438,979.8509761801984,981.3991255655907,981.642505183273,975.4359742943726,978.4603363516723,981.3621808287589,978.289501693042,968.1545406598113,978.0885553895338,975.2726252148709,979.3644951833174,975.4239973908909,977.2590733428826,977.1826732643201,982.0224828714412,977.8699605487711,976.3438360131335,977.6720186364445,979.2225357698749,982.7871532467544,982.7122543221117
252.6315789473684,974.0657998313562,980.2364969899027,983.919521769471,981.5914244637922,986.066768488977,978.6929434667078,979.7507171910896,978.3975349020789,979.3722268558237,980.5010594265552,982.8648918449684,980.6517117191512,972.0783888487363,975.01048537641,978.5001790328272,979.7681759028025,976.8941925332451,981.3750214186881,978.8913962006079,983.7104718539526,980.7022707776816,980.4240105964966,979.8470404134251,980.4089848149509,976.2833589701282,980.241619231191,980.0974346964364,982.194377084189,982.3888632442512,979.1358767815113,979.7993061285669,982.7659909351671,981.6005219071823,983.1401917961697,980.8195130100698,981.1671911591602,982.4566923169451,984.1359826729812
315.7894736842105,982.8951009505744,982.0307694807226,982.8229014832608,981.4028451602447,985.9636440838916,982.1650890033206,982.2113277464166,976.459405446542,981.3120665277844,979.7638398790394,978.7996770287889,983.0106998817126,983.8620453242139,981.3823835941646,979.5880601621036,980.360562352871,981.7528201618424,980.5328244204017,985.005427840144,981.6589043676603,983.4700242965824,979.02822859191,980.8017131936948,981.0131946644183,981.6326868015173,983.7110557069888,970.6021764422571,961.5742375039914,983.9686690933966,981.9054687636828,982.3908316345459,982.6210402027718,981.7062189326552,978.7835000269736,983.6321642623914,982.4695052636442,986.5968000352023,985.0177357660862
378.9473684210526,982.442864178585,982.5523347608931,968.0676118198776,983.6882503721439,985.578575404839,983.4633109305278,985.1156702812892,978.3648825474844,982.2380829859021,983.5369289139595,984.9869453673339,983.1067223893233,983.4091465043797,978.872898827129,975.1737756410967,980.9652362020922,980.4018254774815,982.4238852598586,983.2867705392893,985.0328689244674,981.6277771817528,979.2968592810158,984.2435254125395,983.0488187394358,984.7170280587608,982.8145073413659,972.9524501187514,983.9228278181319,986.1144990859706,979.2856447989818,982.5365580292635,985.3905087875825,979.9538164756254,983.6612434166576,984.5738426602554,984.9125587539838,984.807140145291,985.820998561653
442.10526315789474,980.4182017441558,986.0560140969912,983.9551336264748,984.9095450993623,986.338057672052,983.3070733259722,986.6308585323643,977.3020711776313,978.6258537944931,984.2773255962019,986.8224273789629,983.8890102656881,981.1157486308292,982.7119570124792,980.2990130147072,979.9992466707222,983.2471485165192,986.7617850560534,985.8537212553323,983.7432890421509,982.3641792861364,984.7707931233759,984.0955573503256,982.6230218727561,983.7684841376569,985.4737742073427,980.2765825776498,984.8630846865574,988.0424798962418,984.394858938431,985.1889481261176,983.3067582350035,982.0724203122452,984.4666402298561,984.5252625088159,984.9476202331919,986.0625789641572,985.4569972420994
505.2631578947368,984.1722628293536,985.6175705485696,979.6606952597173,981.6100985733885,986.3844850724877,983.2813837786238,986.512719214798,981.287699422974,982.9146497552551,987.7109904491356,983.6988041414287,981.933728044715,979.7203266114533,984.1347854251229,976.5395952286633,983.9904099227949,986.222404812643,982.9540388694311,985.1601091020741,984.7315353758056,983.8040609256766,984.542715401263,985.0233557682799,985.5296453323251,981.8113443620574,983.0282940587633,982.2097203265248,983.0118179525684,985.9718138437793,985.0219031346531,984.7861843146027,986.1814281485991,983.5886246902693,983.4947118237066,985.7470705003103,984.2863717154864,984.778923624226,985.3965430121939
568.421052631579,983.4300053908379,982.404318410623,980.2939667099694,983.5792464920057,984.0899538907535,980.5988994548879,981.4365610414907,976.385732600376,982.8670913905199,986.1581756993476,985.3464879945855,984.2145708511613,985.2672391760558,986.3457971303634,983.2934757642857,985.6250246768504,984.7252627153701,986.2998932400301,985.374657798728,983.1258546768071,983.973878050848,983.8074386368172,987.0103055500782,985.9052871904114,979.6370132044063,985.4492577415087,983.6923191596044,985.7918529967777,986.4345417677623,977.8812083214654,986.2151062244762,985.1236452378749,984.6693221862837,984.9527516582402,981.7946780392795,984.3457620605624,986.2205053332187,983.2200470489948
631.578947368421,983.7857256715316,985.4687136607038,985.6493069262981,981.1040479068405,986.3155162111328,983.570143688885,987.1343023734177,983.0358964278352,982.3121558125588,967.5917442671597,983.6333730552601,984.0088324416378,984.2649087252362,984.2404185502687,981.6023970607037,983.0660179077076,985.9285299828967,985.5128065780435,986.9630987508372,984.0286739392748,985.0993833603927,983.3014119453245,983.0029602022277,983.5172232148834,984.9991303830686,985.0284061905317,981.6345121862039,983.1986687787436,987.137970365215,979.7263637150199,983.5198573149717,984.9654936663749,984.7394175685637,985.2548119370207,984.2487688214926,985.8968138959707,985.726563895033,985.1350066616417
694.7368421052631,984.8484351577293,984.6984834353225,986.4810641503781,984.3873251187372,984.6993949752432,986.3557999455845,987.7991913186971,983.5737937244339,982.961259236772,987.1038816792978,986.6787748476708,983.8648380454767,984.1241495499465,985.0176549909187,983.8093928869996,985.1065639677054,984.2899943434982,986.0093859242475,983.3616968780698,985.3680517276642,980.8111892966107,987.5065483123001,984.1121343138359,985.9532683336629,984.1856037438226,984.2199358893864,983.6071302428342,985.2046266183307,988.0132384011523,985.7266789809046,980.7308735090669,985.3636545453915,985.3492561433517,984.4558558735288,983.9439509342133,983.3775184165315,983.2486309631184,986.680662964665
757.8947368421052,983.4064623497455,986.5059882810705,983.6449717117562,983.0037029013107,987.9893655966666,977.8476396773145,987.2843587375485,980.8395294332175,984.8008903448978,985.8415711277033,986.6610991703972,984.7940210680963,986.645648789581,984.711259475739,983.8595660692512,984.7098981510699,986.8512867351855,988.8256529433371,986.5454362313754,984.6876160691791,982.391842232572,984.2591139240329,985.7851246657962,984.7087705889811,984.2451041235042,983.6091570334652,985.5427155998807,985.5405760863295,988.3116387858618,983.9478411465603,982.2253575121096,987.0810631024993,981.231140333279,985.8766258622414,986.4033715206037,985.7326070683274,984.2443686536587,986.9314462518823
821.0526315789473,986.7473196614559,986.9158935546875,988.2218017578125,987.2944946289062,987.5184326171875,985.45703125,988.213134765625,984.7838134765625,985.5537109375,987.8240356445312,984.2193603515625,980.0001220703125,984.8519287109375,985.9156494140625,980.1281206937429,975.5858154296875,985.9250035170759,987.5714111328125,986.3988647460938,983.6192626953125,982.4215698242188,985.8681640625,986.1297607421875,982.1890869140625,983.0285672304299,985.3485107421875,986.4661865234375,984.501953125,987.4654541015625,981.5752563476562,985.3585205078125,986.9647216796875,985.847900390625,985.8887939453125,985.1240234375,986.5921630859375,981.5616455078125,988.4873046875
884.2105263157895,986.1660385390703,986.9158935546875,988.2218017578125,987.2944946289062,987.5184326171875,985.45703125,988.213134765625,984.7838134765625,985.5537109375,987.8240356445312,984.2193603515625,980.0001220703125,984.8519287109375,985.9156494140625,981.9795405918037,975.5858154296875,986.1116467860328,987.5714111328125,986.3988647460938,983.6192626953125,982.4215698242188,985.8681640625,986.1297607421875,982.1890869140625,985.3061940806236,985.3485107421875,986.4661865234375,984.501953125,987.4654541015625,981.5752563476562,985.3585205078125,986.9647216796875,985.847900390625,985.8887939453125,985.1240234375,986.5921630859375,981.5616455078125,988.4873046875
947.3684210526316,986.2069702148438,986.9158935546875,988.2218017578125,987.2944946289062,987.5184326171875,985.45703125,988.213134765625,984.7838134765625,985.5537109375,987.8240356445312,984.2193603515625,980.0001220703125,984.8519287109375,985.9156494140625,984.371826171875,975.5858154296875,986.820556640625,987.5714111328125,986.3988647460938,983.6192626953125,982.4215698242188,985.8681640625,986.1297607421875,982.1890869140625,986.296630859375,985.3485107421875,986.4661865234375,984.501953125,987.4654541015625,981.5752563476562,985.3585205078125,986.9647216796875,985.847900390625,985.8887939453125,985.1240234375,986.5921630859375,981.5616455078125,988.4873046875
1010.5263157894736,986.2069702148438,986.9158935546875,988.2218017578125,987.2944946289062,987.5184326171875,985.45703125,988.213134765625,984.7838134765625,985.5537109375,987.8240356445312,984.2193603515625,980.0001220703125,984.8519287109375,985.9156494140625,984.371826171875,975.5858154296875,986.820556640625,987.5714111328125,986.3988647460938,983.6192626953125,982.4215698242188,985.8681640625,986.1297607421875,982.1890869140625,986.296630859375,985.3485107421875,986.4661865234375,984.501953125,987.4654541015625,981.5752563476562,985.3585205078125,986.9647216796875,985.847900390625,985.8887939453125,985.1240234375,986.5921630859375,981.5616455078125,988.4873046875
1073.6842105263158,986.2069702148438,986.9158935546875,988.2218017578125,987.2944946289062,987.5184326171875,985.45703125,988.213134765625,984.7838134765625,985.5537109375,987.8240356445312,984.2193603515625,980.0001220703125,984.8519287109375,985.9156494140625,984.371826171875,975.5858154296875,986.820556640625,987.5714111328125,986.3988647460938,983.6192626953125,982.4215698242188,985.8681640625,986.1297607421875,982.1890869140625,986.296630859375,985.3485107421875,986.4661865234375,984.501953125,987.4654541015625,981.5752563476562,985.3585205078125,986.9647216796875,985.847900390625,985.8887939453125,985.1240234375,986.5921630859375,981.5616455078125,988.4873046875
