steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42
0.0,-2.683262586593628,-2.407986879348755,-2.9631712436676025,-2.8850905895233154,-3.0415701866149902,-2.552021026611328,-2.4185919761657715,-2.370845079421997,-2.76114821434021,-2.625643014907837,-2.437551498413086,-2.4554858207702637,-2.5249767303466797,-2.948495626449585,-2.6440861225128174,-2.657546043395996,-2.6251935958862305,-2.5539844036102295,-2.6448347568511963,-2.6450002193450928,-2.6002655029296875,-2.3730318546295166,-2.658393144607544,-2.939901351928711,-2.7936959266662598,-2.913856267929077,-2.7998218536376953,-2.3550474643707275,-2.4007294178009033,-2.4959328174591064,-2.347158908843994,-2.6754534244537354,-2.5752081871032715,-2.524160861968994,-2.4931092262268066,-2.565157413482666,-2.568936347961426,-2.4798192977905273,-2.6459617614746094,-2.489243984222412,-2.5155375003814697,-2.5296096801757812,-2.260796546936035
63.1578947368421,-2.683262586593628,-2.407986879348755,-2.9631712436676025,-2.8850905895233154,-3.0415701866149902,-2.552021026611328,-2.4185919761657715,-2.370845079421997,-2.76114821434021,-2.625643014907837,-2.437551498413086,-2.4554858207702637,-2.5249767303466797,-2.948495626449585,-2.6440861225128174,-2.657546043395996,-2.6251935958862305,-2.5539844036102295,-2.6448347568511963,-2.6450002193450928,-2.6002655029296875,-2.3730318546295166,-2.658393144607544,-2.939901351928711,-2.7936959266662598,-2.913856267929077,-2.7998218536376953,-2.3550474643707275,-2.4007294178009033,-2.4959328174591064,-2.347158908843994,-2.6754534244537354,-2.5752081871032715,-2.524160861968994,-2.4931092262268066,-2.565157413482666,-2.568936347961426,-2.4798192977905273,-2.6459617614746094,-2.489243984222412,-2.5155375003814697,-2.5296096801757812,-2.260796546936035
126.3157894736842,-2.683262586593628,-2.407986879348755,-2.9631712436676025,-2.8850905895233154,-3.0415701866149902,-2.552021026611328,-2.4185919761657715,-2.370845079421997,-2.76114821434021,-2.625643014907837,-2.437551498413086,-2.4554858207702637,-2.5249767303466797,-2.948495626449585,-2.6440861225128174,-2.657546043395996,-2.6251935958862305,-2.5539844036102295,-2.6448347568511963,-2.6450002193450928,-2.6002655029296875,-2.3730318546295166,-2.658393144607544,-2.939901351928711,-2.7936959266662598,-2.913856267929077,-2.7998218536376953,-2.3550474643707275,-2.4007294178009033,-2.4959328174591064,-2.347158908843994,-2.6754534244537354,-2.5752081871032715,-2.524160861968994,-2.4931092262268066,-2.565157413482666,-2.568936347961426,-2.4798192977905273,-2.6459617614746094,-2.489243984222412,-2.5155375003814697,-2.5296096801757812,-2.260796546936035
189.4736842105263,-2.683262586593628,-2.407986879348755,-2.9631712436676025,-2.8850905895233154,-3.0415701866149902,-2.552021026611328,-2.4185919761657715,-2.370845079421997,-2.76114821434021,-2.625643014907837,-2.437551498413086,-2.4554858207702637,-2.5249767303466797,-2.948495626449585,-2.6440861225128174,-2.657546043395996,-2.6251935958862305,-2.5539844036102295,-2.6448347568511963,-2.6450002193450928,-2.6002655029296875,-2.3730318546295166,-2.658393144607544,-2.939901351928711,-2.7936959266662598,-2.913856267929077,-2.7998218536376953,-2.3550474643707275,-2.4007294178009033,-2.4959328174591064,-2.347158908843994,-2.6754534244537354,-2.5752081871032715,-2.524160861968994,-2.4931092262268066,-2.565157413482666,-2.568936347961426,-2.4798192977905273,-2.6459617614746094,-2.489243984222412,-2.5155375003814697,-2.5296096801757812,-2.260796546936035
252.6315789473684,-2.683262586593628,-2.407986879348755,-2.9631712436676025,-2.8850905895233154,-3.0415701866149902,-2.552021026611328,-2.4185919761657715,-2.370845079421997,-2.76114821434021,-2.625643014907837,-2.437551498413086,-2.4554858207702637,-2.5249767303466797,-2.948495626449585,-2.6440861225128174,-2.657546043395996,-2.6251935958862305,-2.5539844036102295,-2.6448347568511963,-2.6450002193450928,-2.6002655029296875,-2.3730318546295166,-2.658393144607544,-2.939901351928711,-2.7936959266662598,-2.913856267929077,-2.7998218536376953,-2.3550474643707275,-2.4007294178009033,-2.4959328174591064,-2.347158908843994,-2.6754534244537354,-2.5752081871032715,-2.524160861968994,-2.4931092262268066,-2.565157413482666,-2.568936347961426,-2.4798192977905273,-2.6459617614746094,-2.489243984222412,-2.5155375003814697,-2.5296096801757812,-2.260796546936035
315.7894736842105,-2.683262586593628,-2.407986879348755,-2.9631712436676025,-2.8850905895233154,-3.0415701866149902,-2.552021026611328,-2.4185919761657715,-2.370845079421997,-2.76114821434021,-2.625643014907837,-2.437551498413086,-2.4554858207702637,-2.5249767303466797,-2.948495626449585,-2.6440861225128174,-2.657546043395996,-2.6251935958862305,-2.5539844036102295,-2.6448347568511963,-2.6450002193450928,-2.6002655029296875,-2.3730318546295166,-2.658393144607544,-2.939901351928711,-2.7936959266662598,-2.913856267929077,-2.7998218536376953,-2.3550474643707275,-2.4007294178009033,-2.4959328174591064,-2.347158908843994,-2.6754534244537354,-2.5752081871032715,-2.524160861968994,-2.4931092262268066,-2.565157413482666,-2.568936347961426,-2.4798192977905273,-2.6459617614746094,-2.489243984222412,-2.5155375003814697,-2.5296096801757812,-2.260796546936035
378.9473684210526,-2.683262586593628,-2.407986879348755,-2.9631712436676025,-2.8850905895233154,-3.0415701866149902,-2.552021026611328,-2.4185919761657715,-2.370845079421997,-2.76114821434021,-2.625643014907837,-2.437551498413086,-2.4554858207702637,-2.5249767303466797,-2.948495626449585,-2.6440861225128174,-2.657546043395996,-2.6251935958862305,-2.5539844036102295,-2.6448347568511963,-2.6450002193450928,-2.6002655029296875,-2.3730318546295166,-2.658393144607544,-2.939901351928711,-2.7936959266662598,-2.913856267929077,-2.7998218536376953,-2.3550474643707275,-2.4007294178009033,-2.4959328174591064,-2.347158908843994,-2.6754534244537354,-2.5752081871032715,-2.524160861968994,-2.4931092262268066,-2.565157413482666,-2.568936347961426,-2.4798192977905273,-2.6459617614746094,-2.489243984222412,-2.5155375003814697,-2.5296096801757812,-2.260796546936035
442.10526315789474,-2.683262586593628,0.3386908875477803,-2.7581565283426164,-2.6988653124268387,-2.826861586757197,0.315321041759113,0.00881680438456467,0.5055206057826269,-2.76114821434021,-2.471421251881232,-2.437551498413086,-0.16760642530775183,-2.4242392203635594,-2.7767910815484225,-0.12165348737105486,-2.539467621277558,-0.16497363992884795,-2.4309938613192954,0.2897256544484299,-2.3527282066240707,-2.6002655029296875,-2.3730318546295166,-2.658393144607544,-2.7476867171046226,-2.537048668714211,-2.709011252997768,-2.664632006533007,0.14016790721467087,0.248777514728467,0.40420505347920166,0.06377546990593075,0.011942730511628863,-2.55346628939728,0.2576169673021602,-2.3932944757230823,-2.4703219669454985,-2.485789807476182,0.23921619881531653,-2.6459617614746094,-2.489243984222412,0.4437983899466835,-0.0692522152593491,0.06144305793365712
505.2631578947368,-2.683262586593628,4.7577500333675875,-2.432547586899763,-2.3983057325287285,-2.493185195882133,4.947924827824091,4.105689248940134,5.144341994648343,-2.76114821434021,-2.223599924563215,-2.437551498413086,3.5867109814891984,-2.264145795061182,-2.504503997915973,4.066418526234618,-2.3488435262972835,3.79402296940979,-2.234086525022257,4.88447024457256,-1.8850918265690009,-2.6002655029296875,-2.3730318546295166,-2.658393144607544,-2.438022043143436,-2.1272510708499572,-2.3785519719393005,-2.447697400451148,4.243878888896884,4.5104967930916615,4.815466131755574,4.104967410715255,4.209909728992606,-2.5184428207352503,4.513836817374666,-2.233761175056439,-2.3174290878652153,-2.354158101071085,4.593042231231035,-2.6459617614746094,-2.489243984222412,4.947156174676461,3.9567302997639375,3.8139835074943598
568.421052631579,-2.683262586593628,9.176809179187398,-2.10693864545691,-2.0977461526306183,-2.1595088050070683,9.580528613889072,8.202561693495706,9.783163383514063,-2.76114821434021,-1.9757785972451978,-2.437551498413086,7.341028388286151,-2.1040523697588043,-2.2322169142835238,8.254490539840296,-2.1582194313170087,7.753019578748431,-2.0371791887252177,9.479214834696693,-1.4174554465139302,-2.6002655029296875,-2.3730318546295166,-2.658393144607544,-2.1283573691822495,-1.717453472985703,-2.048092690880832,-2.230762794369289,8.3475898705791,8.77221607145486,9.226727210031951,8.146159351524583,8.407876727473587,-2.483419352073221,8.770056667447175,-2.0742278743897957,-2.1645362087849316,-2.2225263946659877,8.946868263646756,-2.6459617614746094,-2.489243984222412,9.450513959406244,7.982712814787229,7.566523957055066
