steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19
63.1578947368421,0.19986101676404344,0.091796875,0.4768954751588315,1.4789967093784406,0.20409168500296238,0.6521036209047496,0.45801242633168593,0.9488984723583882,0.3750310759145049,0.23812489521072794,0.8259958146701679,1.117980192666138,0.23644054459979813,0.2891694000144844,0.123046875,1.0760989320860912,0.9960042090061773,0.32632310718532453,0.8294212848855376,0.4312986134804042
126.3157894736842,1.6696830530842743,0.46723652695846596,0.4471058776224333,0.2838501741896207,0.4651368260889022,0.5706702842090776,0.6193448878958417,2.050833720230344,1.266410516029091,1.0089301768564058,1.0441370859209809,1.4046062786187394,0.5405622165662726,0.3203943708892974,0.8997900589554197,0.6550582609480559,1.274341867261614,0.3539359939607633,0.3967786987496498,1.6424374848622494
189.4736842105263,6.059438413194895,1.3810990913965517,2.0633245391542685,1.207426406836814,1.095156141224177,2.7798565063799834,0.3927740857233469,0.9976553453017021,1.466250944778312,0.9848365490771439,2.09497533237287,0.9986318753011413,1.7653494330525275,0.20787067089716754,0.379664410605992,0.5016205851741108,1.213834155560774,1.166177359331487,0.3105569884787578,1.7737916437397467
252.6315789473684,23.329993702137383,1.931304588832031,3.592205515147573,7.4237518913820395,2.4754198157330087,1.1325288417355481,1.6197154833257177,7.711748456374451,4.065984937680421,1.1458258133661254,5.492685705312659,2.315319446771226,2.8996540455494837,0.772403511794049,1.4231080949676627,0.5760586041849778,11.161062178804944,1.9895902381805441,0.4100336807495916,5.38164683811831
315.7894736842105,75.83939897220702,4.141189448548094,15.641823952264446,56.5196662527643,2.737374807018957,2.791948725748076,2.266535678675489,21.624347362816756,13.541295787584527,0.7493595603128554,13.241397166237157,45.29094204776258,6.521093175406708,4.430697392925482,2.376248332059382,0.6442038792924909,40.06840993985813,24.815228887467715,1.471460414904529,9.477857469689663
378.9473684210526,83.9169921875,10.093493997967627,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.9668386874936189,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
442.10526315789474,83.9169921875,13.173828125,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.5732421875,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
505.2631578947368,83.9169921875,13.173828125,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.5732421875,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
568.421052631579,83.9169921875,13.173828125,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.5732421875,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
631.578947368421,83.9169921875,13.173828125,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.5732421875,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
694.7368421052631,83.9169921875,13.173828125,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.5732421875,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
757.8947368421052,83.9169921875,13.173828125,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.5732421875,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
821.0526315789473,83.9169921875,13.173828125,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.5732421875,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
884.2105263157895,83.9169921875,13.173828125,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.5732421875,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
947.3684210526316,83.9169921875,13.173828125,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.5732421875,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
1010.5263157894736,83.9169921875,13.173828125,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.5732421875,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
1073.6842105263158,83.9169921875,13.173828125,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.5732421875,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
1136.842105263158,83.9169921875,13.173828125,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.5732421875,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
1200.0,83.9169921875,13.173828125,29.9775390625,65.4228515625,2.2001953125,22.0205078125,5.9423828125,28.6884765625,13.330078125,0.234375,47.18359375,78.1826171875,3.79296875,11.220703125,0.5732421875,4.111328125,47.556640625,23.986328125,1.435546875,13.40234375
