steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34
0.0,0.27001953125,0.24658203125,0.27978515625,0.130859375,0.12841796875,23.2275390625,0.16015625,17.623046875,0.25732421875,6.58544921875,21.76416015625,15.46875,19.1357421875,0.88720703125,0.28515625,4.16650390625,0.275390625,15.2255859375,4.2294921875,9.0263671875,21.91015625,10.80078125,23.7861328125,13.20458984375,1.65966796875,9.07958984375,7.3349609375,0.2216796875,8.68212890625,15.86279296875,6.17041015625,20.71728515625,17.98291015625,23.9736328125,0.18701171875
63.1578947368421,30.792920274330804,0.24658203125,0.2453804681278687,0.19470425540999245,0.12841796875,71.95768711448147,0.16015625,60.39237628736408,0.19386156741308902,6.58544921875,46.32769643666997,57.47601084521345,19.1357421875,51.276878066203764,0.2542614797634687,60.31285431815318,0.19977206596030364,62.78852146732309,58.24092938654548,9.0263671875,21.91015625,55.790455266061755,60.603026891429586,46.94176911377306,57.5875229388204,55.084221836069034,58.35302443154373,0.2216796875,8.68212890625,73.39217308197695,37.636116686034896,74.99479940591516,53.41410027186106,66.38696917873374,0.18701171875
126.3157894736842,66.6401882970907,0.17691356147589518,0.1955916940278252,0.22696330263270575,0.19606609875518677,121.38786167878332,0.18461987234163557,105.98326887686228,0.17666130993321055,56.03322566276672,77.51220660522165,115.65782073464356,68.08191721851209,89.81513939658862,0.18258655130263196,100.45545556125411,0.2802700348971816,113.78274150150321,87.00753771264252,58.762418656273354,92.11795532323184,97.83182393329182,90.87485785679465,90.86799793752955,91.93294319176364,105.14255258185996,117.17900028409215,0.20428916351659696,78.93799023875985,105.25241609480283,102.42746029449121,113.21424789975134,81.25495694132269,109.89053877570062,0.15202988522086786
189.4736842105263,85.57002078905633,0.28107664736097115,0.21093898125175223,0.123046875,0.20028888488906865,143.85365835285654,0.21435031188940695,109.08469009879487,0.16761193883682696,99.30447708877296,79.70313208058917,192.46006113163983,102.81258955926398,84.68458591870646,0.2271225860648748,96.09121802228482,0.15311086108835764,186.95967949716467,121.82501974046752,86.1275792324331,107.67677970906077,107.23609714292947,111.79787426841587,114.42535183431498,110.88808471171835,130.65087811744445,120.94555535900173,0.1627999989941791,101.7159610399059,98.69899387212843,117.44935759454718,172.5217545928841,90.23609819815717,109.75898616671006,0.11410537121598907
252.6315789473684,92.69987539069182,0.2842969146985218,0.21240234375,0.123046875,0.2180526359960513,129.38592053098168,0.2158059319879153,111.84391556337455,0.1240234375,107.36685553869788,77.79972493173865,192.139547281317,104.98440456931722,92.28760989144642,0.1959828687499124,88.8926766155528,0.21826171875,157.30154841813163,119.02991128855244,86.13757361258854,110.04823105484206,106.99804130390639,126.46748183242136,118.1966481811555,123.3739457336815,122.81060772958705,125.42047206764177,0.25244140625,90.12459671192,91.10838101885543,123.57043031259828,163.36523078890494,86.47760239091375,105.23394575986852,0.18366571764908318
315.7894736842105,101.18408203125,0.2312413170277598,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,101.74040964760545,86.72900390625,224.38134765625,113.58742389683957,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,77.90751316056465,137.68934658405269,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,84.68029404242452,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.1332842715792034
378.9473684210526,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
442.10526315789474,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
505.2631578947368,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
568.421052631579,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
631.578947368421,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
694.7368421052631,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
757.8947368421052,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
821.0526315789473,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
884.2105263157895,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
947.3684210526316,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
1010.5263157894736,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
1073.6842105263158,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
1136.842105263158,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
1200.0,101.18408203125,0.15771484375,0.21240234375,0.123046875,0.1201171875,142.43408203125,0.18896484375,122.203125,0.1240234375,109.69873046875,86.72900390625,224.38134765625,115.98974609375,103.41650390625,0.23291015625,109.87890625,0.21826171875,177.82666015625,144.15283203125,84.2294921875,153.15576171875,134.4677734375,156.95166015625,122.140625,133.6259765625,127.45654296875,143.234375,0.25244140625,95.6044921875,107.453125,126.18896484375,184.99658203125,88.1376953125,108.27099609375,0.15673828125
