steps,trial_0,trial_1
0.0,32.50823974609375,22.7117919921875
63.1578947368421,32.50823974609375,22.7117919921875
126.3157894736842,41.55713473855757,37.14436667226768
189.4736842105263,58.59149801736522,73.80263374129018
252.6315789473684,59.00792680285599,119.08740558295204
315.7894736842105,95.17089363320031,811.6296511116786
378.9473684210526,782.1690545154077,887.0398294028349
442.10526315789474,906.5978761339549,937.2591366696686
505.2631578947368,957.5715537092657,963.2419951989622
568.421052631579,977.1403500571485,974.5507028828156
631.578947368421,980.907061195536,976.0094400323403
694.7368421052631,985.2349789698306,980.7573338396612
757.8947368421052,984.7060355917561,980.5282050541584
821.0526315789473,986.1773342877815,980.7910423429702
884.2105263157895,985.2012904841557,983.3227121877018
947.3684210526316,984.8922574023063,971.5215654274224
1010.5263157894736,984.2408217076768,980.6648633915964
1073.6842105263158,984.1392003702389,981.7174870957405
1136.842105263158,983.57373046875,979.9331665039062
1200.0,983.57373046875,979.9331665039062
