steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35
0.0,23.639856338500977,10.638126373291016,10.493552207946777,12.459945678710938,13.452856063842773,14.175239562988281,19.803972244262695,11.557003021240234,11.537374496459961,11.28696060180664,6.185410022735596,10.18105411529541,12.635104179382324,16.59115219116211,14.853376388549805,5.502263069152832,11.962642669677734,12.532665252685547,12.020156860351562,13.25549030303955,10.379379272460938,14.373985290527344,7.81657600402832,15.869211196899414,12.942686080932617,16.065326690673828,11.40471076965332,12.088000297546387,12.789396286010742,14.60343074798584,16.935375213623047,20.106910705566406,11.362815856933594,9.640819549560547,19.411277770996094,3.7327919006347656
63.1578947368421,23.639856338500977,10.638126373291016,10.493552207946777,12.459945678710938,13.452856063842773,14.175239562988281,19.803972244262695,11.557003021240234,11.537374496459961,11.28696060180664,6.185410022735596,10.18105411529541,12.635104179382324,16.59115219116211,14.853376388549805,5.502263069152832,11.962642669677734,12.532665252685547,12.020156860351562,13.25549030303955,10.379379272460938,14.373985290527344,7.81657600402832,15.869211196899414,12.942686080932617,16.065326690673828,11.40471076965332,12.088000297546387,12.789396286010742,14.60343074798584,16.935375213623047,20.106910705566406,11.362815856933594,9.640819549560547,19.411277770996094,3.7327919006347656
126.3157894736842,48.70822077222028,16.678744882515367,14.81190644602707,16.116253740754775,42.56729101836919,17.898252892171435,25.30679786772844,15.650706249160656,62.71883196097782,13.864966341953524,10.978525941775658,19.936794533752177,22.709430284847404,40.45070818559692,25.33522309303519,11.959374874611754,35.85222106016688,34.11675267464233,40.83263056433295,16.886443408225865,12.650210557455575,14.373985290527344,9.503336689002243,16.924826076643015,12.942686080932617,29.633053613483924,12.818648684065874,20.742679999942823,16.834547544794287,21.66265688339712,23.16902198416986,23.469769798976255,13.952678015939725,11.134563075382689,20.68582146142844,3.7327919006347656
189.4736842105263,166.50930839363764,27.896244816310926,48.63424938500138,59.58593557067986,144.87793513934747,46.07816989094084,59.99187614936599,91.67853840234307,168.8498520039603,23.838600310696265,26.787027455516842,64.91738901695274,73.99859970337222,148.40026302243095,120.1096771092377,65.30070786713947,91.50704191164749,159.38967133002345,113.70073384152025,83.25104231493579,11.703883222850813,14.373985290527344,23.696943365721726,50.1423231392147,12.942686080932617,71.08828692306423,47.11758482599236,139.66348118119748,102.46793776319568,75.03904888210283,81.88154376933755,73.96337719502993,47.80423204617752,78.29986762032365,89.07590345711941,3.7327919006347656
252.6315789473684,220.78927720654167,134.67920516960734,176.04230036485967,161.977985575162,186.70836163382054,170.2516624507109,172.57802142950857,95.74052317055634,193.8849440765626,33.751065575643985,105.47634268301482,181.71561033974587,168.76733637085948,227.90894150637254,233.53638669438303,92.70718875837096,150.99307283495938,291.8681592943072,198.77067296657845,187.5419037225642,18.749703725306645,14.373985290527344,125.56796121011652,144.66244115684157,12.942686080932617,145.43230169267062,203.20669289807205,288.64297923724746,159.14743292616495,163.51044254946856,166.12088970117276,185.3835034739826,149.6717849725654,129.74175587467073,171.8096635960365,3.7327919006347656
315.7894736842105,311.164300091608,173.9821215825783,239.0493105917992,350.5183853457961,195.35546859015497,269.01003547047765,244.21988592479116,158.5108242945896,266.11270538861066,259.9680368973968,157.10196042375009,221.35844038803398,213.91894208022325,291.7427307362771,290.48372000973154,124.54873216878445,181.72225531392093,277.2507990825495,308.09752377844666,262.0129900427828,158.53491131395054,14.373985290527344,190.56605240555496,176.8220328588102,12.942686080932617,168.59037711884397,341.32065091378894,378.6165371205931,172.95261280719473,227.6283159224415,204.78481542432567,272.58830428543564,219.15342237052735,172.7747031854192,202.22234635956852,3.7327919006347656
378.9473684210526,364.754307460845,182.57880299441527,310.23213394577283,434.8251013060429,206.2133460054927,355.84933574384667,303.705968996097,164.03891048586954,384.96286353822813,353.7267063602424,174.50815271043464,388.24845625245274,254.99826910044266,353.7580642892802,377.7220483294348,169.40906272748418,205.24332340160458,348.5844455622101,254.65818083013036,326.293524006797,164.23034598575623,63.11183079566316,216.06587574272797,190.4887811205047,65.50205908750412,194.21598383524963,422.11781262459965,434.906706443261,190.62548680598525,296.9486796442961,265.11824346767077,348.157824148823,342.6518850081107,180.14402974499274,246.66721084222334,16.411312956187658
442.10526315789474,408.9355848612992,210.03127023647693,369.0733984403699,481.96210191215073,220.04573141134688,411.5696172159582,343.94924834999046,184.67985930461654,539.3003339635184,451.6795948845829,177.47711330713489,465.54478457777026,305.6423366083553,397.79339616963324,409.4914772892197,168.399649954089,243.98074138626484,389.04908108611346,452.47526405429755,381.8410433217448,152.29018346594574,160.13516717134942,274.7063653965998,248.8607489142799,159.26200178211974,270.14841723221485,501.10229203981794,471.10204872860214,216.5718140944974,345.6313670523023,340.7459463971336,412.56043505835333,424.6393125604316,191.72783259856627,302.14226758102086,16.500273219631318
505.2631578947368,453.34191649088007,246.1198033615738,441.1590454568888,512.6546950473856,253.60695396119212,461.54445043547014,369.37909744639353,221.4821934400452,597.1422598185168,497.26755275596037,183.97517897795564,515.8551997652386,372.40605901823653,431.4081755819881,432.7863755164399,167.79588130629534,292.4268998919171,492.01954662939056,490.65478890836295,434.4625163924113,159.696652714039,210.57382649009182,341.9436230443962,335.4435565979047,186.64376273245358,365.6385909636012,553.2269859108127,495.69269690641437,251.67755886279193,414.5121167179737,406.753077067169,462.7956779109497,485.4407629334793,206.3327181489007,359.6720133353188,28.370235577417354
568.421052631579,480.2542247534571,281.9255141630781,479.04091577044187,552.0476437079296,315.8473749908852,500.01646873835364,456.9514518000578,279.8421555280437,635.5534068682691,572.9331429949168,195.6432210287356,550.8951547540115,429.29924555517516,446.48317523957576,464.37085061709644,171.82818072832214,349.98499076684743,551.4105323000983,527.0950425710885,489.91891123982026,160.32691076959986,283.11619158815586,393.40910354913206,396.3199120329476,216.9933595564961,426.9239264441031,594.9021195167162,514.0220544009906,297.1199922961226,448.4579629794897,481.542261560918,517.3215477351142,549.3388746536391,227.73736871276358,385.0762783311262,160.48772270284988
