steps,trial_0
0.0,51.56938552856445
63.1578947368421,51.56938552856445
126.3157894736842,51.56938552856445
189.4736842105263,51.56938552856445
252.6315789473684,51.56938552856445
315.7894736842105,51.56938552856445
378.9473684210526,84.17219952687685
442.10526315789474,111.5267144243191
505.2631578947368,653.9584683512403
568.421052631579,837.2568306675607
631.578947368421,837.104113432776
694.7368421052631,828.2313402752729
757.8947368421052,871.8801730198443
821.0526315789473,801.5582545611362
884.2105263157895,722.3897806828465
947.3684210526316,753.6920592985334
1010.5263157894736,841.6940715052261
1073.6842105263158,815.3189371375236
1136.842105263158,706.7905362412162
1200.0,749.8485772193092
