steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40
0.0,547.7244873046875,627.5158081054688,549.509521484375,201.23988342285156,460.8632507324219,694.76806640625,435.5612487792969,662.3074340820312,742.2354736328125,477.1209716796875,296.2771911621094,756.896728515625,361.68096923828125,841.1407470703125,425.693603515625,574.5645751953125,685.7472534179688,425.2425842285156,338.8135070800781,549.7559204101562,617.693603515625,798.8943481445312,254.73374938964844,590.73486328125,771.0230712890625,583.3449096679688,252.580078125,207.14175415039062,360.581298828125,505.89605712890625,380.5334167480469,516.3853759765625,394.5335388183594,790.9437255859375,558.3927001953125,294.192626953125,346.5753479003906,544.7205200195312,800.4755249023438,620.7767333984375,294.860107421875
63.1578947368421,866.3855605740503,866.6131885394569,864.0570773078481,866.2948143599544,460.8632507324219,864.8616200390439,435.5612487792969,861.7987723187393,865.1604276970611,865.6016393083523,859.7736351683411,833.9125149622824,865.4038105313704,863.7053630231529,863.7904530175717,864.0613067106556,878.2610987766037,870.9427397624711,875.8141565105196,853.2274253222863,370.69497329650875,863.8665319540862,878.5708004407862,841.2016358082109,866.1807826349107,866.6863948167287,867.450444344501,207.14175415039062,866.8946773123951,853.2626252802452,836.9862767408405,849.2856974965448,875.2106997394098,697.0785916914209,865.5132785095976,856.4305990672827,865.0674142269734,544.7205200195312,862.1389910076405,866.5480706406457,863.0467249039566
126.3157894736842,866.8380783392719,880.4477934185818,866.8745876097596,866.6110052045306,698.3557589733297,866.6592107976628,559.4175183808156,880.8875999088534,864.3343586050344,855.3226853590667,859.0510919230121,860.1044438897075,866.8646969745857,865.4971429297944,879.9359586187636,866.0538109167288,876.3509903592687,640.5359347202713,878.2307034564393,866.0986912705872,880.9264431843956,864.4296723331149,809.3210242850565,864.9418279225983,866.1903064905147,866.6835828723524,869.1205597755298,860.9968137429237,866.499829525507,878.3548611650566,880.7189941824618,864.3383136162098,880.9591990007892,866.6789934336257,866.3386009982452,859.2272017853284,866.1748640590104,864.7519398801062,866.1167000151446,866.7068820224669,865.0765464770236
189.4736842105263,866.5206534619061,397.6137094695461,865.8047710562627,866.8704455359772,803.9433687246785,865.5265577001802,866.7249498083733,881.1410664232768,866.9668181851613,866.8012345371807,866.1731255434229,880.208693449071,866.8201930527689,866.1042573496852,880.7278209821343,866.8774391366387,880.794826417823,849.6088748605002,880.8930289276802,866.7350081170134,881.0372438867942,866.8275639470779,878.4561953188044,865.811848322254,866.9764444162633,867.0567793333939,880.4820716792888,866.4458059615032,866.6313969473415,878.4015622371907,880.9609095209315,866.5080545227007,881.5802491841737,866.5357048121783,865.5606992090246,866.3395399877337,866.7985143259509,866.0498604670458,866.8374440512684,866.6470840128005,858.9311623810074
252.6315789473684,866.5156697502285,866.6807507204632,866.7174062783868,866.2661084331573,881.1686227345457,866.89165011625,852.805266126035,881.4340115917183,866.1910447048294,866.8390540724824,867.9328478994154,881.600691519297,866.5697807604223,858.8871216067171,881.4338840929069,866.7150639168278,881.6514203385942,865.6572171598401,862.4265304149636,860.1079448276163,880.7773931185934,866.40446662984,881.6392869807128,866.3319999041724,866.1429820414468,861.3581267825062,881.4937722853118,865.8958607727532,866.4507241979104,881.158196258454,881.4639156189758,866.9771457338429,881.7820979721137,866.80023531581,866.8385670679932,863.2557524125156,866.6116699062634,866.2618938105725,866.9440812574172,867.1620326047065,865.7154262441853
315.7894736842105,866.5683205468551,867.1501451074383,864.0373660447191,866.7710388542292,881.4381785040722,865.4536859556707,880.5950125580895,881.2437593769259,866.3712475709243,866.0583444509767,880.8683386092355,881.1698331855013,855.2079731332561,866.2556030740652,879.7585648411423,866.9192417237564,881.3138319896456,867.0988669151353,881.0053710889792,866.55034262061,881.4435716074523,866.8878525332403,880.1625096981061,866.9325769027907,866.9426141147703,866.387205867226,863.1506342254202,866.7668427586691,880.7953887694122,878.9838781981205,881.4438898536486,864.7710602849171,881.667724609375,866.1726822201813,867.0906572724136,867.0668883460685,867.0096269862804,866.5301317784712,866.9595343439621,866.9612177170701,866.5426101340138
378.9473684210526,866.5391235351562,866.2603759765625,866.9691772460938,865.9181518554688,873.3106501945797,866.9728393554688,881.3712000312089,881.5620727539062,867.0147705078125,866.8287353515625,881.1986083984375,881.6121826171875,881.1017456054688,866.7207641601562,881.31787109375,866.9407958984375,881.1485595703125,866.8297119140625,880.8082275390625,866.7485961914062,881.0264892578125,866.7636108398438,881.25927734375,866.961669921875,867.276123046875,866.0938110351562,866.8356323242188,866.93968115672,881.5350341796875,881.594482421875,881.4977416992188,866.7310791015625,881.667724609375,866.96044921875,866.3916015625,866.174560546875,866.9022827148438,866.5832191990811,866.8818969726562,867.108642578125,867.0625
442.10526315789474,866.5391235351562,866.2603759765625,866.9691772460938,865.9181518554688,881.406982421875,866.9728393554688,880.873046875,881.5620727539062,867.0147705078125,866.8287353515625,881.1986083984375,881.6121826171875,881.1017456054688,866.7207641601562,881.31787109375,866.9407958984375,881.1485595703125,866.8297119140625,880.8082275390625,866.7485961914062,881.0264892578125,866.7636108398438,881.25927734375,866.961669921875,867.276123046875,866.0938110351562,866.8356323242188,866.8367919921875,881.5350341796875,881.594482421875,881.4977416992188,866.7310791015625,881.667724609375,866.96044921875,866.3916015625,866.174560546875,866.9022827148438,866.8861083984375,866.8818969726562,867.108642578125,867.0625
505.2631578947368,866.5391235351562,866.2603759765625,866.9691772460938,865.9181518554688,881.406982421875,866.9728393554688,880.873046875,881.5620727539062,867.0147705078125,866.8287353515625,881.1986083984375,881.6121826171875,881.1017456054688,866.7207641601562,881.31787109375,866.9407958984375,881.1485595703125,866.8297119140625,880.8082275390625,866.7485961914062,881.0264892578125,866.7636108398438,881.25927734375,866.961669921875,867.276123046875,866.0938110351562,866.8356323242188,866.8367919921875,881.5350341796875,881.594482421875,881.4977416992188,866.7310791015625,881.667724609375,866.96044921875,866.3916015625,866.174560546875,866.9022827148438,866.8861083984375,866.8818969726562,867.108642578125,867.0625
568.421052631579,866.5391235351562,866.2603759765625,866.9691772460938,865.9181518554688,881.406982421875,866.9728393554688,880.873046875,881.5620727539062,867.0147705078125,866.8287353515625,881.1986083984375,881.6121826171875,881.1017456054688,866.7207641601562,881.31787109375,866.9407958984375,881.1485595703125,866.8297119140625,880.8082275390625,866.7485961914062,881.0264892578125,866.7636108398438,881.25927734375,866.961669921875,867.276123046875,866.0938110351562,866.8356323242188,866.8367919921875,881.5350341796875,881.594482421875,881.4977416992188,866.7310791015625,881.667724609375,866.96044921875,866.3916015625,866.174560546875,866.9022827148438,866.8861083984375,866.8818969726562,867.108642578125,867.0625
