steps,trial_0
0.0,317.28515625
63.1578947368421,317.28515625
126.3157894736842,317.28515625
189.4736842105263,536.14783567489
252.6315789473684,553.0477418660687
315.7894736842105,599.0466594295254
378.9473684210526,782.9686962861332
442.10526315789474,845.335456044521
505.2631578947368,805.0396978550071
568.421052631579,789.3117497687233
631.578947368421,761.6025390625
694.7368421052631,761.6025390625
757.8947368421052,761.6025390625
821.0526315789473,761.6025390625
884.2105263157895,761.6025390625
947.3684210526316,761.6025390625
1010.5263157894736,761.6025390625
1073.6842105263158,761.6025390625
1136.842105263158,761.6025390625
1200.0,761.6025390625
