steps,trial_0,trial_1
0.0,390.79693603515625,265.0474853515625
63.1578947368421,390.79693603515625,473.05561547469955
126.3157894736842,757.7002922549827,856.8854059375254
189.4736842105263,855.3484970047623,864.8587828441991
252.6315789473684,862.4628093220865,865.8040314359623
315.7894736842105,865.1407048555816,861.9024658203125
378.9473684210526,863.2342529296875,861.9024658203125
442.10526315789474,863.2342529296875,861.9024658203125
505.2631578947368,863.2342529296875,861.9024658203125
568.421052631579,863.2342529296875,861.9024658203125
631.578947368421,863.2342529296875,861.9024658203125
694.7368421052631,863.2342529296875,861.9024658203125
757.8947368421052,863.2342529296875,861.9024658203125
821.0526315789473,863.2342529296875,861.9024658203125
884.2105263157895,863.2342529296875,861.9024658203125
947.3684210526316,863.2342529296875,861.9024658203125
1010.5263157894736,863.2342529296875,861.9024658203125
1073.6842105263158,863.2342529296875,861.9024658203125
1136.842105263158,863.2342529296875,861.9024658203125
1200.0,863.2342529296875,861.9024658203125
