steps,trial_0,trial_1
0.0,0.0,948.0
63.1578947368421,0.0,953.2624784479664
126.3157894736842,0.0,962.6721749914672
189.4736842105263,198.01118262550347,968.7738007883268
252.6315789473684,970.1948799240577,967.0
315.7894736842105,962.0832071325121,958.1640535672236
378.9473684210526,974.0,961.4797277323626
442.10526315789474,973.5584510556421,967.6246317451505
505.2631578947368,973.3162995614437,971.1623947062391
568.421052631579,972.8373020236015,974.0
631.578947368421,972.9284648048075,974.0
694.7368421052631,973.0,974.0
757.8947368421052,973.0,974.0
821.0526315789473,973.0,974.0
884.2105263157895,973.0,974.0
947.3684210526316,973.0,974.0
1010.5263157894736,973.0,974.0
1073.6842105263158,973.0,974.0
1136.842105263158,973.0,974.0
1200.0,973.0,974.0
