steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15
0.0,873.4443359375,956.208984375,942.697265625,931.736328125,931.0244140625,906.568359375,893.3466796875,867.884765625,933.93359375,896.0732421875,934.673828125,934.3984375,847.01953125,891.544921875,882.884765625,897.5244140625
63.1578947368421,958.1167730775837,961.3214737640493,938.4652222436752,926.4602748858205,908.1065784993981,906.568359375,938.758205518476,867.884765625,963.3606096393313,956.9930006339142,957.3610351253835,967.4740501889768,927.6769977822823,952.2175909685486,928.2384826361777,954.2019900003872
126.3157894736842,965.3244810647849,950.1039642658892,967.9234929867105,972.4594924305819,972.0707291145931,959.1176938223122,956.6610208554453,906.2797132188019,963.6600044505803,968.0262520005332,966.0748109965983,951.1451588554409,967.0752898774443,962.9705155439641,948.5470093909944,973.6355829806027
189.4736842105263,971.2365134618781,975.0235755139809,975.4602985450447,970.590964052656,976.0896027289187,959.5969685274681,959.3405920014703,969.3601225195075,970.4571599482202,975.661280401568,961.0619065513549,970.7213411568152,973.2557802600652,962.9780484904005,961.131444793364,971.4976131312524
252.6315789473684,969.2306161408408,972.7360425661024,971.0714779803269,971.9740668674559,974.7235261495599,970.8517005061871,962.7099290654112,961.58839700073,975.9021507235257,977.0114166121238,974.0650336658157,974.5569830596849,971.8290941493086,970.938655186941,970.9359538313674,959.7992095917193
315.7894736842105,964.1750621912829,971.7604744047226,965.1459629054712,970.8717812489342,972.2444588648801,971.8122894416637,964.989436693367,962.5452371569248,967.7575897975436,976.8467034901919,972.508530753848,975.450160047609,966.1205275774163,978.200459147362,970.7270475596254,973.8144183371011
378.9473684210526,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,972.9692575358305,968.9990234375,958.9872582501979,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
442.10526315789474,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,969.798828125,968.9990234375,974.328125,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
505.2631578947368,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,969.798828125,968.9990234375,974.328125,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
568.421052631579,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,969.798828125,968.9990234375,974.328125,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
631.578947368421,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,969.798828125,968.9990234375,974.328125,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
694.7368421052631,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,969.798828125,968.9990234375,974.328125,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
757.8947368421052,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,969.798828125,968.9990234375,974.328125,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
821.0526315789473,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,969.798828125,968.9990234375,974.328125,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
884.2105263157895,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,969.798828125,968.9990234375,974.328125,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
947.3684210526316,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,969.798828125,968.9990234375,974.328125,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
1010.5263157894736,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,969.798828125,968.9990234375,974.328125,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
1073.6842105263158,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,969.798828125,968.9990234375,974.328125,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
1136.842105263158,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,969.798828125,968.9990234375,974.328125,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
1200.0,953.3095703125,972.4375,973.587890625,972.638671875,972.767578125,969.798828125,968.9990234375,974.328125,972.8388671875,982.158203125,976.689453125,973.5478515625,975.3134765625,969.0,975.3251953125,972.404296875
