steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.1578947368421,67.8331642187366,0.0,5.229639282101828,0.0,11.581815979930887,92.89361197931166,56.40352140397561,60.74859240012368,0.0,0.0,15.703519164916234,126.40481540679785,0.0
126.3157894736842,647.188376027891,457.88749232302825,350.4104462256887,20.310209324782296,740.3515030329755,205.59965997058097,389.18496425495056,586.8285757897764,0.0,0.0,58.630752576128835,160.82017524019182,572.6624028938548
189.4736842105263,493.53945409518326,120.90905700873999,228.9481174234542,0.0,798.570491012332,525.8911140071434,295.141121691261,788.8057780374656,453.9444415920013,594.5396033902637,417.8905990852505,810.3951717692968,819.3046979523533
252.6315789473684,677.3499483055604,750.3590028198296,471.0418659119055,0.0,813.9349830175966,764.3159149286059,669.888719123984,791.1492090144267,722.986915493392,790.0521763991503,604.5539349521955,827.8524600319472,647.2564148286572
315.7894736842105,735.388671875,769.1120520843311,832.004716372374,248.1416015625,821.017578125,836.84765625,0.0,776.2504531396396,720.9228515625,345.4895743808846,503.8893822945302,838.0886051294253,811.4475572889606
378.9473684210526,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
442.10526315789474,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
505.2631578947368,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
568.421052631579,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
631.578947368421,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
694.7368421052631,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
757.8947368421052,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
821.0526315789473,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
884.2105263157895,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
947.3684210526316,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
1010.5263157894736,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
1073.6842105263158,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
1136.842105263158,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
1200.0,735.388671875,781.9462890625,837.62109375,248.1416015625,821.017578125,836.84765625,0.0,776.00390625,720.9228515625,767.1298828125,510.3486328125,838.7158203125,779.134765625
