steps,trial_0
0.0,100.81714630126953
63.1578947368421,100.81714630126953
126.3157894736842,100.81714630126953
189.4736842105263,117.0647742779336
252.6315789473684,250.6656000618047
315.7894736842105,270.93314434032743
378.9473684210526,254.49987948220152
442.10526315789474,295.9922314628789
505.2631578947368,255.65673272623113
568.421052631579,294.3777545502926
631.578947368421,267.8552524151164
694.7368421052631,268.56545028064085
757.8947368421052,254.61550903320312
821.0526315789473,254.61550903320312
884.2105263157895,254.61550903320312
947.3684210526316,254.61550903320312
1010.5263157894736,254.61550903320312
1073.6842105263158,254.61550903320312
1136.842105263158,254.61550903320312
1200.0,254.61550903320312
