steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6
0.0,879.0244140625,943.45703125,895.609375,906.958984375,938.9365234375,886.998046875,925.9619140625
63.1578947368421,925.2182178287444,951.012982485523,950.0648703213807,920.1741608419616,957.4285742700565,956.2017098824989,925.9619140625
126.3157894736842,960.2580810883672,965.8301841584366,963.8820586065098,966.0754043554408,969.0535965084771,958.9271515101633,956.7305922581879
189.4736842105263,965.8505254924569,967.971965479147,965.5120991615909,968.0179122271846,966.4314933663113,970.1327874507659,970.2270448932547
252.6315789473684,960.9624654516153,975.2715012881263,969.642703329051,976.4237128229983,972.2984712151931,964.9250035093972,966.1825357447407
315.7894736842105,968.4847305692175,972.4367830179101,971.9547271541447,973.1008036335708,967.3347941365431,970.7237524379925,970.2175006945132
378.9473684210526,973.6076768524973,975.013671875,972.4853515625,977.1645919630489,972.40234375,976.506541894778,963.4190924997603
442.10526315789474,971.7734375,975.013671875,972.4853515625,972.482421875,972.40234375,977.107421875,970.3748778432605
505.2631578947368,971.7734375,975.013671875,972.4853515625,972.482421875,972.40234375,977.107421875,973.333984375
568.421052631579,971.7734375,975.013671875,972.4853515625,972.482421875,972.40234375,977.107421875,973.333984375
631.578947368421,971.7734375,975.013671875,972.4853515625,972.482421875,972.40234375,977.107421875,973.333984375
694.7368421052631,971.7734375,975.013671875,972.4853515625,972.482421875,972.40234375,977.107421875,973.333984375
757.8947368421052,971.7734375,975.013671875,972.4853515625,972.482421875,972.40234375,977.107421875,973.333984375
821.0526315789473,971.7734375,975.013671875,972.4853515625,972.482421875,972.40234375,977.107421875,973.333984375
884.2105263157895,971.7734375,975.013671875,972.4853515625,972.482421875,972.40234375,977.107421875,973.333984375
947.3684210526316,971.7734375,975.013671875,972.4853515625,972.482421875,972.40234375,977.107421875,973.333984375
1010.5263157894736,971.7734375,975.013671875,972.4853515625,972.482421875,972.40234375,977.107421875,973.333984375
1073.6842105263158,971.7734375,975.013671875,972.4853515625,972.482421875,972.40234375,977.107421875,973.333984375
1136.842105263158,971.7734375,975.013671875,972.4853515625,972.482421875,972.40234375,977.107421875,973.333984375
1200.0,971.7734375,975.013671875,972.4853515625,972.482421875,972.40234375,977.107421875,973.333984375
