steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11
0.0,926.724609375,940.8615112304688,963.3482055664062,958.1883544921875,946.1121215820312,930.0294799804688,917.208740234375,907.98486328125,663.8447265625,937.10400390625,950.1572265625,937.1765747070312
63.1578947368421,926.724609375,940.8615112304688,963.3482055664062,958.1883544921875,946.1121215820312,930.0294799804688,917.208740234375,907.98486328125,663.8447265625,937.10400390625,950.1572265625,937.1765747070312
126.3157894736842,980.1299313347803,976.784746905144,978.2113625147459,958.1883544921875,971.7016165142103,930.0294799804688,972.2239997898989,971.8577902648467,973.7993506824015,971.8068232178246,970.2069465869112,971.2726381047844
189.4736842105263,983.6179637634516,985.2287144249161,983.4692042160145,958.1883544921875,973.0080844793814,930.0294799804688,978.5184154841857,979.9907497357634,976.3156994868406,979.4528233570232,978.9543298231692,979.3707791890356
252.6315789473684,987.8877983389168,985.7164116812738,984.6801084515295,974.3319230005618,983.2275500636257,975.7964290601072,978.9617624418038,973.9694919612434,984.561161225235,980.9783492499101,984.6725023702577,981.70573287288
315.7894736842105,986.6239573288905,985.5584338329398,984.3520471731508,982.0948569269411,980.0745849580142,981.4015659949744,980.4361060985055,980.8987951233988,983.4270972739162,983.7381778746048,983.0905620126067,980.0152841151674
378.9473684210526,985.9925728985926,985.0510032563744,986.5544786332334,985.8846380389713,984.7549774628774,983.3079654528192,984.4687279443934,982.8496437304716,984.8682593138116,982.9509892183285,984.7942411579506,984.2713419592221
442.10526315789474,983.4923331816697,986.0470911447563,985.0282943819147,985.2497952282145,985.3416364389973,984.9886881143949,982.0512225952242,983.4890206458684,986.8984996863959,983.6511663469573,983.576171223832,986.29083129695
505.2631578947368,981.5985257535666,985.7125423265832,987.3049890542075,985.5010038220894,985.4399264683129,985.7072483038698,985.5825726958395,986.4146784464062,987.6008504716297,985.6343581186917,982.7734162249072,983.4165826167422
568.421052631579,977.6186872104499,987.7893175050528,987.3878479482324,988.7961154464199,985.8734995272727,984.3051252208037,984.7271261879051,987.8656917680885,988.7382304820178,982.1517652029487,982.4497995860206,987.0311942887457
631.578947368421,975.0823581148481,988.1380330834041,987.7986702005643,986.7072320160634,986.3169094712192,986.8640885566537,987.5948245010201,987.711943282786,988.5658907175607,986.1463412975497,985.9474073100104,986.7187870711425
694.7368421052631,968.6740711205747,988.4893066748276,988.069091283682,986.1539301684678,987.2703577121689,986.0479902692556,985.9507511598541,987.851395450588,987.1462740568423,987.6565724158318,986.7266562911169,986.9103657770169
757.8947368421052,959.3175659179688,988.9259317207649,988.145550097978,989.3329924114781,987.3266502648127,985.4622628134191,985.5086050704848,987.0003581925914,986.9125932027769,986.8260886835384,985.7656283460917,983.5176270264099
821.0526315789473,959.3175659179688,989.6368408203125,987.6116943359375,989.1572277302214,988.1467895507812,985.0587179980772,986.6593017578125,987.97412109375,987.8673095703125,983.181884765625,985.87939453125,987.4324340820312
884.2105263157895,959.3175659179688,989.6368408203125,987.6116943359375,989.5201607696572,988.1467895507812,983.5144513737089,986.6593017578125,987.97412109375,987.8673095703125,983.181884765625,985.87939453125,987.4324340820312
947.3684210526316,959.3175659179688,989.6368408203125,987.6116943359375,986.7010498046875,988.1467895507812,987.64990234375,986.6593017578125,987.97412109375,987.8673095703125,983.181884765625,985.87939453125,987.4324340820312
1010.5263157894736,959.3175659179688,989.6368408203125,987.6116943359375,986.7010498046875,988.1467895507812,987.64990234375,986.6593017578125,987.97412109375,987.8673095703125,983.181884765625,985.87939453125,987.4324340820312
1073.6842105263158,959.3175659179688,989.6368408203125,987.6116943359375,986.7010498046875,988.1467895507812,987.64990234375,986.6593017578125,987.97412109375,987.8673095703125,983.181884765625,985.87939453125,987.4324340820312
1136.842105263158,959.3175659179688,989.6368408203125,987.6116943359375,986.7010498046875,988.1467895507812,987.64990234375,986.6593017578125,987.97412109375,987.8673095703125,983.181884765625,985.87939453125,987.4324340820312
1200.0,959.3175659179688,989.6368408203125,987.6116943359375,986.7010498046875,988.1467895507812,987.64990234375,986.6593017578125,987.97412109375,987.8673095703125,983.181884765625,985.87939453125,987.4324340820312
