steps,trial_0,trial_1,trial_2,trial_3,trial_4
0.0,452.1283264160156,582.0732421875,534.5411376953125,526.0857543945312,561.33349609375
63.1578947368421,452.1283264160156,582.0732421875,534.5411376953125,526.0857543945312,561.33349609375
126.3157894736842,452.1283264160156,582.0732421875,534.5411376953125,526.0857543945312,561.33349609375
189.4736842105263,467.4210825700885,610.8887313651733,565.2620948600429,555.5195632890508,578.8970804987339
252.6315789473684,497.74236608752216,642.6850461029202,602.6650329019235,588.5092004174586,599.5499842787275
315.7894736842105,575.1458042331244,657.6606311438184,615.1709932092983,601.4411329552127,610.326005429891
378.9473684210526,609.054566643126,666.8252341079632,624.8827716150497,611.4768197280999,619.6843851479017
442.10526315789474,614.680966380976,673.3944182082397,633.0205145195207,620.1191418664563,628.2716625559067
505.2631578947368,620.7218606575792,678.5171302596984,639.8763228511702,628.7861042569895,636.3768567871393
568.421052631579,626.9005867533593,683.3669268069399,646.3872577923735,637.458228239876,644.3543009291772
631.578947368421,633.0793128491395,688.2167233541815,652.8981927335767,646.1303522227626,652.3317450712151
694.7368421052631,637.2648759532836,691.9843933299061,659.660192273484,652.9716599519573,657.8362093987914
757.8947368421052,641.1497621843181,695.7172124619926,666.4497352785323,659.7317642265764,663.0784903497979
821.0526315789473,645.0346484153524,699.5072189672994,673.2138392366558,666.2829720171408,668.3187206294518
884.2105263157895,652.446590433467,703.9068222108796,678.398562000603,670.3529854078163,673.3247478092966
947.3684210526316,659.9363687190418,708.3064254544596,683.5832847645503,674.4229987984918,678.3307749891413
1010.5263157894736,666.9736747558027,712.390216892208,689.0763057330157,678.9560821305124,683.3511802692226
1073.6842105263158,668.5810441820398,715.1599956917547,696.5984767403894,685.5334163421489,688.4959591450229
1136.842105263158,670.1884136082768,717.9297744913014,704.1206477477631,692.1107505537855,693.6407380208232
1200.0,671.730110493659,720.383214434859,710.7490894794327,698.6567061888427,699.1347831602997
