steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27
0.0,2.943479299545288,1.5587083101272583,4.26546049118042,2.575118064880371,2.9940919876098633,2.6193385124206543,2.3497097492218018,2.248016357421875,2.3242688179016113,2.103109359741211,2.380176544189453,3.145294427871704,3.870305299758911,2.7017135620117188,3.0027859210968018,1.8066985607147217,2.6341445446014404,2.1597700119018555,2.9928197860717773,3.0019631385803223,2.658583879470825,2.036146879196167,1.7233949899673462,1.954784870147705,2.0958664417266846,2.0218048095703125,2.7401328086853027,2.4830336570739746
63.1578947368421,2.943479299545288,1.5587083101272583,4.26546049118042,2.575118064880371,2.9940919876098633,2.6193385124206543,2.3497097492218018,2.248016357421875,2.3242688179016113,2.103109359741211,2.380176544189453,3.145294427871704,3.870305299758911,2.7017135620117188,3.0027859210968018,1.8066985607147217,2.6341445446014404,2.1597700119018555,2.9928197860717773,3.0019631385803223,2.658583879470825,2.036146879196167,1.7233949899673462,1.954784870147705,2.0958664417266846,2.0218048095703125,2.7401328086853027,2.4830336570739746
126.3157894736842,2.943479299545288,1.5587083101272583,4.26546049118042,2.575118064880371,2.9940919876098633,2.6193385124206543,2.3497097492218018,2.248016357421875,2.3242688179016113,2.103109359741211,2.380176544189453,3.145294427871704,3.870305299758911,2.7017135620117188,3.0027859210968018,1.8066985607147217,2.6341445446014404,2.1597700119018555,2.9928197860717773,3.0019631385803223,2.658583879470825,2.036146879196167,1.7233949899673462,1.954784870147705,2.0958664417266846,2.0218048095703125,2.7401328086853027,2.4830336570739746
189.4736842105263,2.943479299545288,1.5587083101272583,4.26546049118042,2.575118064880371,2.9940919876098633,2.6193385124206543,2.3497097492218018,2.248016357421875,2.3242688179016113,2.103109359741211,2.380176544189453,3.145294427871704,3.870305299758911,2.7017135620117188,3.0027859210968018,1.8066985607147217,2.6341445446014404,2.1597700119018555,2.9928197860717773,3.0019631385803223,2.658583879470825,2.036146879196167,1.7233949899673462,1.954784870147705,2.0958664417266846,2.0218048095703125,2.7401328086853027,2.4830336570739746
252.6315789473684,2.943479299545288,1.5587083101272583,4.26546049118042,2.575118064880371,2.9940919876098633,2.6193385124206543,2.3497097492218018,2.248016357421875,2.3242688179016113,2.103109359741211,2.380176544189453,3.145294427871704,3.870305299758911,2.7017135620117188,3.0027859210968018,1.8066985607147217,2.6341445446014404,2.1597700119018555,2.9928197860717773,3.0019631385803223,2.658583879470825,2.036146879196167,1.7233949899673462,1.954784870147705,2.0958664417266846,2.0218048095703125,2.7401328086853027,2.4830336570739746
315.7894736842105,9.379148394153294,8.806151167075068,9.016456241456604,9.775498916499105,2.9940919876098633,7.0075250992722555,9.217336932470726,2.248016357421875,7.264984514807214,8.260460192662972,8.966475692804643,6.399460606997241,8.240676740528585,9.557876585133876,7.482692201827435,1.8066985607147217,7.895060214224146,6.024123634682561,8.62338621185212,9.377904745560517,9.032934366038798,4.235739187510612,6.3306664370007155,8.93576408672568,4.85770999242532,7.906113800994315,9.212811298557796,8.799818373885854
378.9473684210526,16.902365548852465,17.27737555856117,14.605090941994916,18.60749857630554,2.9940919876098633,12.341263017210203,17.26696526381346,2.248016357421875,13.196708821648826,15.755983743461073,17.417357054336044,10.560413537359425,13.725634491470256,17.801263228647446,13.24351089190735,1.8066985607147217,14.044373936206089,10.715291907086328,15.870226274725715,17.278362366041534,16.659212515553218,6.892469819016407,11.902466119310775,18.12382060767637,8.312374854496376,15.738879178504483,16.852281627888775,16.228631394901676
442.10526315789474,21.02467690234398,21.32190971634093,19.889127309691546,22.861943384600778,2.9940919876098633,16.7196900651594,21.639995944808906,2.248016357421875,19.369180203377958,21.353762435930815,22.064218483065517,15.790401603816951,18.846685801567432,22.623480506146553,18.87009905294116,1.8066985607147217,18.607691221410064,17.852313411964452,20.850730436288984,21.22507125962435,21.994317274385892,14.2149063672001,18.300289022005146,22.670523328505425,13.830932710748531,20.725964571133552,21.786593906831385,20.76784794918841
505.2631578947368,24.360900163188653,24.31440906566296,25.09452320924992,25.60803799106927,2.9940919876098633,20.798628174234615,25.161158393926602,2.248016357421875,25.61205754761126,26.350359279319868,25.07046512165177,21.499391412521128,23.819864837668288,26.448438487220088,24.43801425272263,1.8066985607147217,22.80588776305822,25.754613838085312,24.82505655111865,23.83405756258722,26.714634412275174,22.934095027346018,24.948336809142447,24.886751596693614,20.171364356973655,24.266658568826692,26.040359009846917,24.60133450600831
568.421052631579,28.214508100166537,27.9576023537138,28.426012765487553,28.80549887723353,2.9940919876098633,24.34984281384278,28.706593797186624,2.248016357421875,29.153330411638727,29.199451175011276,28.37346056730266,26.359939210165834,27.538473447003415,29.036404960833057,28.07983439983718,1.8066985607147217,26.667674374917397,29.543927610899647,28.030676535259776,27.19253188079108,29.99143470017621,27.84270098935354,28.82845436490979,27.63473320443703,25.241155656596064,27.50213960155258,28.670546859489004,28.06710982033514
