steps,trial_0,trial_1,trial_2
0.0,55.2216796875,104.13313293457031,56.62364196777344
63.1578947368421,55.2216796875,104.13313293457031,56.62364196777344
126.3157894736842,101.74031713974125,168.07093523363142,64.93931611394927
189.4736842105263,652.9906507601531,449.6749262984522,65.61965162311971
252.6315789473684,992.1183219119517,896.885648533294,65.74876120543594
315.7894736842105,970.0212346601764,687.8237155780744,87.0093457894202
378.9473684210526,658.4158222006245,517.4349386447332,470.35013723610734
442.10526315789474,995.103939636239,993.495521424836,949.7204925494427
505.2631578947368,344.28472235558525,993.993899501747,987.7760996282738
568.421052631579,986.534050493318,995.2462665597667,512.8043978665053
631.578947368421,997.2563576933898,443.3661741147191,469.8589302195894
694.7368421052631,996.9792896959399,407.0524025630551,796.790047738098
757.8947368421052,997.0775263518216,653.882750607013,234.11682858771144
821.0526315789473,993.32191077298,914.4811185048962,809.5081363692266
884.2105263157895,997.086980984799,984.9505270324025,997.315342679988
947.3684210526316,997.583976577784,993.4299893127262,996.9529947539453
1010.5263157894736,997.4768982443799,995.7507570738065,996.5444103515732
1073.6842105263158,997.40283203125,717.1080887448454,997.3059388447128
1136.842105263158,997.40283203125,996.13720703125,998.55810546875
1200.0,997.40283203125,996.13720703125,998.55810546875
