steps,trial_0,trial_1
0.0,378.0733642578125,424.53887939453125
63.1578947368421,378.0733642578125,424.53887939453125
126.3157894736842,565.9364230740341,424.53887939453125
189.4736842105263,661.5684574663791,431.6138368386928
252.6315789473684,703.3477810998158,656.5870599530303
315.7894736842105,755.0450680161752,729.4967216757165
378.9473684210526,782.3030535363459,753.5565063351156
442.10526315789474,797.7511977970249,762.5998971085493
505.2631578947368,819.3834134426401,779.7599127536737
568.421052631579,821.4496383488286,794.0724023387406
631.578947368421,817.2917258796335,792.8922505622763
694.7368421052631,827.507849746054,807.4947784323856
757.8947368421052,841.4550834108513,815.5517931476692
821.0526315789473,812.2067260742188,818.9130531714786
884.2105263157895,812.2067260742188,812.9913597868873
947.3684210526316,812.2067260742188,827.0499877929688
1010.5263157894736,812.2067260742188,827.0499877929688
1073.6842105263158,812.2067260742188,827.0499877929688
1136.842105263158,812.2067260742188,827.0499877929688
1200.0,812.2067260742188,827.0499877929688
