steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22
0.0,0.037109375,0.0927734375,0.017578125,0.044921875,0.1201171875,0.0322265625,0.1171875,0.0185546875,0.1552734375,0.13671875,0.0361328125,0.060546875,0.0146484375,0.056640625,0.0361328125,0.0693359375,0.0859375,0.06640625,0.1376953125,0.1240234375,0.0478515625,0.072265625,0.0146484375
63.1578947368421,0.037109375,0.0927734375,0.017578125,0.044921875,0.1201171875,0.0322265625,0.1171875,0.0185546875,0.1552734375,0.13671875,0.0361328125,0.060546875,0.0146484375,0.056640625,0.0361328125,0.0693359375,0.0859375,0.06640625,0.1376953125,0.1240234375,0.0478515625,0.072265625,0.0146484375
126.3157894736842,0.037109375,0.0927734375,0.017578125,0.044921875,0.1201171875,0.0322265625,0.1171875,0.0185546875,0.1552734375,0.13671875,0.0361328125,0.060546875,0.0146484375,0.056640625,0.0361328125,0.0693359375,0.0859375,0.06640625,0.1376953125,0.1240234375,0.0478515625,0.072265625,0.0146484375
189.4736842105263,0.037109375,0.0927734375,0.017578125,0.044921875,0.1201171875,0.0322265625,0.1171875,0.0185546875,0.1552734375,0.13671875,0.0361328125,0.060546875,0.0146484375,0.056640625,0.0361328125,0.0693359375,0.0859375,0.06640625,0.1376953125,0.1240234375,0.0478515625,0.072265625,0.0146484375
252.6315789473684,0.037109375,0.0927734375,0.017578125,0.044921875,0.1201171875,0.0322265625,0.1171875,0.0185546875,0.1552734375,0.13671875,0.0361328125,0.060546875,0.0146484375,0.056640625,0.0361328125,0.0693359375,0.0859375,0.06640625,0.1376953125,0.1240234375,0.0478515625,0.072265625,0.0146484375
315.7894736842105,0.037109375,0.0927734375,0.017578125,0.044921875,0.1201171875,0.0322265625,0.1171875,0.0185546875,0.1552734375,0.13671875,0.0361328125,0.060546875,0.0146484375,0.056640625,0.0361328125,0.0693359375,0.0859375,0.06640625,0.1376953125,0.1240234375,0.0478515625,0.072265625,0.0146484375
378.9473684210526,0.037109375,0.0927734375,0.017578125,0.044921875,0.1201171875,0.0322265625,0.1171875,0.0185546875,0.1552734375,0.13671875,0.0361328125,0.060546875,0.0146484375,0.056640625,0.0361328125,0.0693359375,0.0859375,0.06640625,0.1376953125,0.1240234375,0.0478515625,0.072265625,0.0146484375
442.10526315789474,0.037109375,0.0927734375,0.017578125,0.044921875,0.1201171875,0.0322265625,0.1171875,0.0185546875,0.1552734375,0.13671875,0.0361328125,0.060546875,0.0146484375,0.056640625,0.0361328125,0.0693359375,0.0859375,0.06640625,0.1376953125,0.1240234375,0.0478515625,0.072265625,0.0146484375
505.2631578947368,0.037109375,0.1031491811373131,0.017578125,0.044921875,0.12313290648819361,0.035418194673827036,0.1198835499532283,0.0185546875,0.16432584342270634,0.14068600522227326,0.05194476949511651,0.06224736208635276,0.019995241147545948,0.056640625,0.045306771690024936,0.078591527598724,0.09283848075067959,0.07671561368700983,0.1376953125,0.12733683414072272,0.0478515625,0.072265625,0.02547340998076731
568.421052631579,0.10409110282164567,0.15825799158470988,0.08789458858556982,0.07766088151696257,0.15782008288279215,0.07788291482665405,0.17591867044317225,0.07659875973280639,0.21397159275140065,0.18088133178474408,0.13138378828233616,0.1230346033508822,0.06757283213600075,0.05861203355821342,0.12161412906312957,0.14883700188699192,0.16440317242640123,0.14778031114841478,0.16323443911126848,0.15328277294504922,0.10823775567076258,0.1406090655175916,0.10292643248511979
631.578947368421,0.17630639938768056,0.21336680203210662,0.16888769394386838,0.11384850681907609,0.19250725927739068,0.12034763497948103,0.23195379093311613,0.13480266142448666,0.2636173420800949,0.2210766583472149,0.21082280706955575,0.18382184461541162,0.1151504231244555,0.06151817146908658,0.19792148643623414,0.21908247617525978,0.23596786410212287,0.21884500860981967,0.18925507493402868,0.1792287117493757,0.17073428878952424,0.20972314742527792,0.1803794549894722
694.7368421052631,0.2485216959537154,0.26847561247950336,0.24988079930216694,0.1500361321211896,0.22719443567198921,0.16281235513230802,0.28798891142306005,0.19300656311616693,0.31326309140878916,0.26127198490968573,0.29026182585677535,0.24460908587994099,0.16272801411291027,0.06442430937995974,0.27422884380933876,0.28932795046352766,0.30753255577784444,0.28990970607122457,0.2152757107567889,0.20517465055370218,0.23323082190828592,0.2788372293329642,0.25783247749382465
757.8947368421052,0.3207369925197503,0.3235844229269001,0.3308739046604655,0.18622375742330313,0.2618816120665877,0.20527707528513497,0.3440240319130039,0.25121046480784726,0.3629088407374834,0.30146731147215655,0.36970084464399494,0.3053963271444704,0.21030560510136503,0.0673304472908329,0.3505362011824433,0.3595734247517955,0.37909724745356604,0.3609744035326295,0.2412963465795491,0.23112058935802865,0.2957273550270476,0.3479513112406505,0.33528549999817703
