steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29
0.0,514.1109619140625,429.66693115234375,454.10284423828125,428.0313720703125,467.6208801269531,517.9881591796875,441.3201904296875,405.7213439941406,450.39630126953125,385.4444580078125,507.6588134765625,439.2208251953125,497.96435546875,411.804931640625,526.8787841796875,419.42340087890625,343.14752197265625,415.5565185546875,478.892333984375,449.25372314453125,476.4704895019531,476.78826904296875,407.1022644042969,544.1431274414062,459.6025695800781,383.857666015625,422.4308166503906,536.4168090820312,424.7825927734375,456.1463623046875
63.1578947368421,712.7531040707375,429.66693115234375,702.1021861414295,672.6393246363708,738.282240511098,731.7645761302335,649.6438274913671,405.7213439941406,679.0640967601287,647.2426779270048,728.1909606561405,709.3687448951223,497.96435546875,647.8528137544237,731.9889314687973,641.0153266117858,640.9409540963991,695.1430056896855,734.2630749546709,734.0596459229014,695.823028722519,589.92278367481,621.5872349949396,762.1372417313887,705.6861334110541,659.1205030478739,714.2057496154974,740.8172693187096,650.560921346035,676.8463177547752
126.3157894736842,909.7908892047634,429.66693115234375,924.8927534073725,922.0277346217298,925.1356583809352,924.8995214311542,917.4988000967049,405.7213439941406,920.2458730356133,921.1446021228932,925.7047972189653,925.1411546205678,497.96435546875,922.3445386658617,919.3413014367696,915.3570689875172,922.9160692941947,922.0403520755723,858.7301952974748,921.4416918552474,908.1151309221915,921.8928607430915,910.0875701520248,913.399290440021,921.5742733623579,912.4945228916068,915.0938144394382,901.1971821578086,913.9800619054823,909.9291285617403
189.4736842105263,929.9305575527991,429.66693115234375,928.7085759136702,917.5126112028839,931.9847666912775,921.7660052384357,929.0085878541852,405.7213439941406,927.3980806398853,928.3481186945783,925.3177742827157,930.4732386267867,497.96435546875,929.8289688419874,923.8097694087833,931.0727155232213,917.5867561122261,926.6293503696224,926.2358328664691,929.6607660583281,927.8356793638067,916.8108633023041,925.8499525538446,930.1016434948837,929.5405870633086,926.8761108474679,927.7114919885352,929.9103343831158,924.264887406878,927.8302708043756
252.6315789473684,930.5683568972884,883.7466870519513,931.5880520713595,929.091719507006,932.4805295826229,930.2911297902764,930.8046673932,803.5106588722954,929.3217148959893,736.2665022120266,928.532591554082,873.3146585504232,888.8825423807397,917.9527646086709,928.3559140373449,930.2782667331228,928.6337726453883,929.7109164105439,899.3873983383265,932.1107469154656,925.1048831226752,916.8841619876099,927.9280523118125,928.2787444197478,931.8249939469799,926.9279410841157,920.8866258687842,852.4639473526661,931.1231974072595,927.6146032958544
315.7894736842105,931.2338927567121,914.969511170926,931.9994190855124,930.3200150542671,932.4191485609338,932.3640587888609,931.2508733408084,922.489011736711,930.047449810848,932.258632786739,931.8096833856087,932.6910872561377,928.3970090366255,929.1169286155323,929.3295511619501,933.0765302789133,932.563824331297,932.0992041944342,910.7883381413357,928.5281158253835,930.8793132998525,932.2340531481251,932.4284452833917,932.2557116650104,931.6831734756545,927.8576008925261,931.675856130723,932.3684008265997,914.9699005003565,918.7421514618129
378.9473684210526,933.6146665495079,926.7359474123346,933.6214931873162,932.5421845383757,933.0800176584916,932.2390641284858,931.5799826856094,928.7113316741295,928.2178743291998,924.3679932529795,932.7150797398309,934.203010931073,931.1212228899911,933.596391507525,930.0287690122319,933.1334998956756,928.2715343787007,932.7711467102343,933.3224269203469,933.4069995033418,932.4634517780494,932.2535230192499,848.4846076254606,931.758245414407,932.3087805694081,933.2357303938462,932.435174771308,932.669646708372,933.561570794309,933.3073449960542
442.10526315789474,933.2633056640625,931.6361744091582,930.8814697265625,931.9386596679688,894.296630859375,928.3994140625,932.5700073242188,931.5142866600156,930.8382568359375,934.2533569335938,933.2164916992188,934.4522094726562,931.3717345779637,934.2434692382812,930.768798828125,929.579833984375,933.0635986328125,932.8409423828125,926.119873046875,933.6104736328125,933.3226928710938,929.6512451171875,934.03955078125,930.280029296875,932.5477294921875,933.3480224609375,932.22265625,932.648681640625,913.5409545898438,931.750244140625
505.2631578947368,933.2633056640625,932.0829894491768,930.8814697265625,931.9386596679688,894.296630859375,928.3994140625,932.5700073242188,929.8383083872241,930.8382568359375,934.2533569335938,933.2164916992188,934.4522094726562,931.8492073670252,934.2434692382812,930.768798828125,929.579833984375,933.0635986328125,932.8409423828125,926.119873046875,933.6104736328125,933.3226928710938,929.6512451171875,934.03955078125,930.280029296875,932.5477294921875,933.3480224609375,932.22265625,932.648681640625,913.5409545898438,931.750244140625
568.421052631579,933.2633056640625,929.6251831054688,930.8814697265625,931.9386596679688,894.296630859375,928.3994140625,932.5700073242188,932.86083984375,930.8382568359375,934.2533569335938,933.2164916992188,934.4522094726562,922.4607543945312,934.2434692382812,930.768798828125,929.579833984375,933.0635986328125,932.8409423828125,926.119873046875,933.6104736328125,933.3226928710938,929.6512451171875,934.03955078125,930.280029296875,932.5477294921875,933.3480224609375,932.22265625,932.648681640625,913.5409545898438,931.750244140625
