steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10
0.0,364.308349609375,689.9852294921875,512.967041015625,607.2159423828125,532.9584350585938,492.91705322265625,397.3610534667969,381.8428649902344,486.159423828125,497.40771484375,556.7877197265625
63.1578947368421,819.4597110767469,799.3197248166189,571.657684937002,794.0839444740215,805.3051694999695,782.574558888942,754.345622236299,748.0737838480231,486.159423828125,795.4855612222907,760.5471725008233
126.3157894736842,897.6809616958668,918.8197320213214,911.5871169623683,826.2783984187123,919.0704231045353,919.042400827667,910.8388403459703,900.6908694118608,486.159423828125,904.3468812132314,909.262094336084
189.4736842105263,924.7666338068248,928.083677049072,928.2313010331575,921.76554351548,923.0741631597599,928.6133674411559,877.1020973112715,923.356147866315,486.159423828125,923.8051005416594,919.3648842478334
252.6315789473684,928.7054605095453,927.5114027762475,930.0854297080738,925.470596172927,931.1243520120635,919.9381394302023,927.4174761518972,818.3737520958243,884.0308399977533,928.7742657901257,908.6418627012321
315.7894736842105,929.5567754767177,930.4758620558755,931.5167295407176,930.2404212581991,932.5754695566364,928.5547866066848,907.5418531826464,923.3890371748407,921.9303229670778,925.6110886706371,927.8924039209326
378.9473684210526,931.9666161187936,932.8815080105051,927.9494180452983,930.8422095556074,928.3748602038625,933.1968994140625,932.1413225295287,931.2519307682642,923.9891336595722,932.6556423952013,931.6174053406007
442.10526315789474,932.3311157226562,749.6729736328125,931.979736328125,932.1890869140625,932.4628295898438,933.1968994140625,931.859375,919.2083129882812,931.592966687626,931.2926025390625,933.6370849609375
505.2631578947368,932.3311157226562,749.6729736328125,931.979736328125,932.1890869140625,932.4628295898438,933.1968994140625,931.859375,919.2083129882812,930.36659798301,931.2926025390625,933.6370849609375
568.421052631579,932.3311157226562,749.6729736328125,931.979736328125,932.1890869140625,932.4628295898438,933.1968994140625,931.859375,919.2083129882812,927.8839721679688,931.2926025390625,933.6370849609375
631.578947368421,932.3311157226562,749.6729736328125,931.979736328125,932.1890869140625,932.4628295898438,933.1968994140625,931.859375,919.2083129882812,927.8839721679688,931.2926025390625,933.6370849609375
694.7368421052631,932.3311157226562,749.6729736328125,931.979736328125,932.1890869140625,932.4628295898438,933.1968994140625,931.859375,919.2083129882812,927.8839721679688,931.2926025390625,933.6370849609375
757.8947368421052,932.3311157226562,749.6729736328125,931.979736328125,932.1890869140625,932.4628295898438,933.1968994140625,931.859375,919.2083129882812,927.8839721679688,931.2926025390625,933.6370849609375
821.0526315789473,932.3311157226562,749.6729736328125,931.979736328125,932.1890869140625,932.4628295898438,933.1968994140625,931.859375,919.2083129882812,927.8839721679688,931.2926025390625,933.6370849609375
884.2105263157895,932.3311157226562,749.6729736328125,931.979736328125,932.1890869140625,932.4628295898438,933.1968994140625,931.859375,919.2083129882812,927.8839721679688,931.2926025390625,933.6370849609375
947.3684210526316,932.3311157226562,749.6729736328125,931.979736328125,932.1890869140625,932.4628295898438,933.1968994140625,931.859375,919.2083129882812,927.8839721679688,931.2926025390625,933.6370849609375
1010.5263157894736,932.3311157226562,749.6729736328125,931.979736328125,932.1890869140625,932.4628295898438,933.1968994140625,931.859375,919.2083129882812,927.8839721679688,931.2926025390625,933.6370849609375
1073.6842105263158,932.3311157226562,749.6729736328125,931.979736328125,932.1890869140625,932.4628295898438,933.1968994140625,931.859375,919.2083129882812,927.8839721679688,931.2926025390625,933.6370849609375
1136.842105263158,932.3311157226562,749.6729736328125,931.979736328125,932.1890869140625,932.4628295898438,933.1968994140625,931.859375,919.2083129882812,927.8839721679688,931.2926025390625,933.6370849609375
1200.0,932.3311157226562,749.6729736328125,931.979736328125,932.1890869140625,932.4628295898438,933.1968994140625,931.859375,919.2083129882812,927.8839721679688,931.2926025390625,933.6370849609375
