steps,trial_0,trial_1,trial_2,trial_3,trial_4
0.0,140.6376953125,1000.0,181.330078125,73.44921875,74.849609375
63.1578947368421,1000.0,1000.0,959.0399049575558,408.1540485638677,674.1424506770729
126.3157894736842,1000.0,409.8485550971806,844.9999005355297,1000.0,983.4915372982808
189.4736842105263,1000.0,601.3013114274081,1000.0,1000.0,999.3744355719574
252.6315789473684,1000.0,1000.0,751.3327482772772,1000.0,1000.0
315.7894736842105,909.66015625,1000.0,1000.0,1000.0,1000.0
378.9473684210526,909.66015625,1000.0,1000.0,1000.0,1000.0
442.10526315789474,909.66015625,1000.0,1000.0,1000.0,1000.0
505.2631578947368,909.66015625,1000.0,1000.0,1000.0,1000.0
568.421052631579,909.66015625,1000.0,1000.0,1000.0,1000.0
631.578947368421,909.66015625,1000.0,1000.0,1000.0,1000.0
694.7368421052631,909.66015625,1000.0,1000.0,1000.0,1000.0
757.8947368421052,909.66015625,1000.0,1000.0,1000.0,1000.0
821.0526315789473,909.66015625,1000.0,1000.0,1000.0,1000.0
884.2105263157895,909.66015625,1000.0,1000.0,1000.0,1000.0
947.3684210526316,909.66015625,1000.0,1000.0,1000.0,1000.0
1010.5263157894736,909.66015625,1000.0,1000.0,1000.0,1000.0
1073.6842105263158,909.66015625,1000.0,1000.0,1000.0,1000.0
1136.842105263158,909.66015625,1000.0,1000.0,1000.0,1000.0
1200.0,909.66015625,1000.0,1000.0,1000.0,1000.0
