steps,trial_0,trial_1,trial_2,trial_3
0.0,69.60649108886719,46.6475830078125,58.701026916503906,46.025306701660156
63.1578947368421,69.60649108886719,46.6475830078125,58.701026916503906,46.025306701660156
126.3157894736842,73.8665984004354,70.11762944841641,58.701026916503906,57.88584652465931
189.4736842105263,197.100339570922,408.5945655229788,58.701026916503906,276.3936288373809
252.6315789473684,428.1813274282632,867.8248698998455,58.701026916503906,819.8599659725919
315.7894736842105,900.0698350767066,947.6032898080673,58.701026916503906,939.7688103387898
378.9473684210526,949.2697113832385,886.4802770343593,73.7789658928323,978.6223248754152
442.10526315789474,978.6983646231147,720.6971918336111,211.2129513911911,985.7988247817533
505.2631578947368,989.9967294032983,992.0813636121554,799.7730537182123,986.7855776844085
568.421052631579,990.9664958482716,711.012555146084,926.9278654204243,992.4640144209455
631.578947368421,994.2750843914686,995.3744584700137,946.6298290978144,994.4737329697218
694.7368421052631,993.2971131565665,751.6223589580239,976.4372613144736,993.4326184362991
757.8947368421052,994.1364748156545,714.4328952148921,989.4588119588309,993.2078721118854
821.0526315789473,994.7043622264904,994.7486648586666,992.5058932890533,993.0908751868091
884.2105263157895,994.0456421000305,715.3787669510491,994.1393242059166,997.37069071721
947.3684210526316,993.1842321531446,996.7709043268372,993.4478357268297,997.5991991473749
1010.5263157894736,996.307130665162,996.9952957584889,996.3330712703961,997.7614555321707
1073.6842105263158,996.6970390896197,392.5204390437515,996.0687585772132,996.6028943738269
1136.842105263158,997.8878173828125,995.9703369140625,995.1548422532315,996.305908203125
1200.0,997.8878173828125,995.9703369140625,990.1456212445911,996.305908203125
